"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","플레이어언노운스 배틀그라운드","https://trees.gamemeca.com/battleground","PUBG Corporation","FPS"
"2","(-)","GTA 5","https://trees.gamemeca.com/grand_theft_auto_v","Rockstar Games","액션"
"3","(-)","사이버펑크 2077","","CD PROJEKT RED","롤플레잉"
"4","(+2)","스타듀밸리","https://trees.gamemeca.com/stardew_valley","ConcernedApe","롤플레잉"
"5","(+2)","몬스터 헌터 월드: 아이스본","","CAPCOM Co., Ltd.","액션"
"6","(NEW)","갱비스트","https://trees.gamemeca.com/Gang%20Beasts","Double Fine Presents","액션"
"7","(+1)","더 심즈 4","https://trees.gamemeca.com/The_Sims_4","Electronic Arts","캐주얼"
"8","(NEW)","페어리 테일","","KOEI TECMO GAMES CO., LTD.","액션"
"9","(NEW)","어쌔신크리드 오딧세이","","Ubisoft","롤플레잉"
"10","(+7)","데스 스트랜딩","","505 Games","액션"
"11","(-2)","휴먼: 폴 플랫","https://trees.gamemeca.com/human_fall_flat","Curve Digital","퍼즐"
"12","(NEW)","언더테일","","tobyfox","롤플레잉"
"13","(-3)","디트로이트: 비컴 휴먼","https://trees.gamemeca.com/Detroit_Become_Human","Quantic Dream","액션"
"14","(-3)","레드 데드 리뎀션 2","https://trees.gamemeca.com/reddeadredemption2","Rockstar Games","액션"
"15","(NEW)","문명 6","https://trees.gamemeca.com/sid_meiers_civilization_vi","2K","전략"
"16","(-3)","호라이즌 제로 던 : 컴플리트 에디션","","PlayStation Mobile, Inc.","액션"
"17","(NEW)","헌터스 아레나: 레전드","","Mantisco","액션"
"18","(+1)","톰 클랜시 레인보우 식스 시즈","https://trees.gamemeca.com/tom_clancys_rainbow_6_siege","Ubisoft","FPS"
"19","(+1)","더 포레스트","https://trees.gamemeca.com/the_forest","Endnight Games Ltd","서바이벌"
"20","(NEW)","데스페라도스 3","https://trees.gamemeca.com/Desperados_III","THQ Nordic","전략"
"21","(NEW)","세키로: 섀도우 다이 트와이스","","Activision (Excluding Japan and Asia)","액션"
"22","(-)","시티즈: 스카이 라인","https://trees.gamemeca.com/cities_skylines","Paradox Interactive","시뮬레이션"
"23","(-2)","로보토미 코퍼레이션","","ProjectMoon","인디"
"24","(NEW)","원피스 해적무쌍 4","","BANDAI NAMCO Entertainment","액션"
"25","(-1)","러스트","https://trees.gamemeca.com/rust","Facepunch Studios","FPS"
"26","(-3)","하데스","","Supergiant Games","액션"
"27","(NEW)","슈퍼 버니 맨","","Catobyte Ltd","액션"
"28","(-18)","아크: 서바이벌 이볼브드","https://trees.gamemeca.com/arksurvival","Studio Wildcard","어드벤처"
"29","(NEW)","니어: 오토마타","","Square Enix","액션"
"30","(NEW)","NBA 2K21","","2K","스포츠"
"31","(-3)","씨 오브 시브즈","","Xbox Game Studios","액션"
"32","(NEW)","파크라이 5","https://trees.gamemeca.com/far_cry_5","Ubisoft","액션"
"33","(NEW)","할로우 나이트","https://trees.gamemeca.com/hollow_knight","Team Cherry","액션"
"34","(-5)","마운트 앤 블레이드 2: 배너로드","https://trees.gamemeca.com/mount__blade_ii_bannerlord","TaleWorlds Entertainment","전략"
"35","(-1)","타이탄폴 2","","Electronic Arts","액션"
"36","(-11)","페르소나 4 골든","","SEGA","롤플레잉"
"37","(NEW)","삼국지 13","","KOEI TECMO GAMES CO., LTD.","시뮬레이션"
"38","(NEW)","서브노티카","https://trees.gamemeca.com/subnautica","Unknown Worlds Entertainment","어드벤처"
"39","(NEW)","폴아웃 4","https://trees.gamemeca.com/fallout_4","Bethesda Softworks","롤플레잉"
"40","(-5)","래프트","https://trees.gamemeca.com/raft","Square Enix","어드벤처"
