"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","플레이어언노운스 배틀그라운드","https://trees.gamemeca.com/battleground","PUBG Corporation","서바이벌 슈팅"
"2","(-)","어몽 어스","https://trees.gamemeca.com/Among_Us","Innersloth","전략"
"3","(-)","슈퍼피플","","Wonder Games","액션"
"4","(+1)","스타듀밸리","https://trees.gamemeca.com/stardew_valley","ConcernedApe","전원생활 시뮬레이션"
"5","(+1)","GTA 5","https://trees.gamemeca.com/grand_theft_auto_v","Rockstar Games","오픈월드 범죄 액션"
"6","(-2)","FIFA 22","","Electronic Arts","스포츠"
"7","(-)","파피 플레이타임","","MOB Games","액션"
"8","(+4)","잇 테이크 투","","Electronic Arts","액션"
"9","(-1)","데드 바이 데이라이트","https://trees.gamemeca.com/dead_by_daylight","Behaviour Digital Inc.","액션"
"10","(+1)","엘든 링","","FromSoftware Inc., BANDAI NAMCO Entertainment","액션"
"11","(-2)","이터널 리턴","","Nimble Neuron","전략 기반 서바이벌"
"12","(-2)","포르자 호라이즌 5","","Xbox Game Studios","레이싱"
"13","(-)","풋볼 매니저 2022","","SEGA","스포츠"
"14","(+4)","레드 데드 리뎀션 2","https://trees.gamemeca.com/reddeadredemption2","Rockstar Games","액션"
"15","(-)","폴가이즈","","Devolver Digital","어드벤처"
"16","(-)","하데스","","Supergiant Games","액션"
"17","(-)","앤빌","","Action Square","액션"
"18","(-4)","배틀필드 2042","","Electronic Arts","액션"
"19","(-)","휴먼: 폴 플랫","https://trees.gamemeca.com/human_fall_flat","Curve Digital","퍼즐"
"20","(NEW)","레디오어낫","","VOID Interactive","액션"
"21","(-1)","더 심즈 4","https://trees.gamemeca.com/The_Sims_4","Electronic Arts","시뮬레이션"
"22","(-1)","썬더 티어 원","","KRAFTON, Inc.","액션"
"23","(+1)","베리드 스타즈","","LINE Games Corporation","어드벤처"
"24","(+3)","더 포레스트","https://trees.gamemeca.com/the_forest","Endnight Games Ltd","서바이벌"
"25","(-2)","슈퍼로봇대전 30","","BANDAI NAMCO Entertainment","전략"
"26","(-1)","어 댄스 오브 파이어 앤 아이스","","7th Beat Games","음악"
"27","(-5)","테라리아","https://trees.gamemeca.com/terraria","Re-Logic","롤플레잉"
"28","(-2)","헤일로 인피니트","","Xbox Game Studios","액션"
"29","(-1)","철권 7","https://trees.gamemeca.com/tekken_7","BANDAI NAMCO Entertainment","액션"
"30","(-)","문명6","https://trees.gamemeca.com/sid_meiers_civilization_vi","2K","전략"
"31","(NEW)","더 위쳐 3: 와일드 헌트","https://trees.gamemeca.com/the_witcher_3_wild_hunt","CD PROJEKT RED","롤플레잉"
"32","(-)","사이버펑크 2077","","CD PROJEKT RED","오픈월드 액션 RPG"
"33","(-4)","시티즈: 스카이 라인","https://trees.gamemeca.com/cities_skylines","Paradox Interactive","시뮬레이션"
"34","(-1)","테일즈 오브 어라이즈","","BANDAI NAMCO Entertainment","액션"
"35","(-4)","에이지 오브 엠파이어 4","","Xbox Game Studios","전략"
"36","(-2)","호라이즌 제로 던 컴플리트 에디션","","PlayStation Mobile, Inc.","오픈월드 액션 RPG"
"37","(-1)","아크: 서바이벌 이볼브드","https://trees.gamemeca.com/arksurvival","Studio Wildcard","어드벤처"
"38","(-3)","발하임","https://trees.gamemeca.com/valheim","Coffee Stain Publishing","오픈 월드 생존 크래프트"
"39","(NEW)","프랍나이트","","MYTONA","액션"
"40","(NEW)","프로젝트 좀보이드","","The Indie Stone","RPG"
