"column-1","column-1 2","column-2 href","rankimg src","column-3","column-4","column-5"
"1","(-)","https://trees.gamemeca.com/bnbmobile","https://trees.gamemeca.com/data/monthlyrank/mobile/bnbmobile.png","크레이지아케이드 BnB M","NEXON COMPANY","아케이드"
"2","(new)","https://trees.gamemeca.com/traha","https://trees.gamemeca.com/data/monthlyrank/mobile/traha.png","트라하","NEXON COMPANY","롤플레잉"
"3","(-1)","https://trees.gamemeca.com/lineagem19","https://trees.gamemeca.com/data/monthlyrank/mobile/lineagem19.png","리니지M","NCSOFT CORPORATION","롤플레잉"
"4","(-1)","https://trees.gamemeca.com/brawlstars","https://trees.gamemeca.com/data/monthlyrank/mobile/brawlstars.png","브롤스타즈","SUPERCELL","액션"
"5","(-1)","https://trees.gamemeca.com/roblox","https://trees.gamemeca.com/data/monthlyrank/mobile/roblox.png","ROBLOX","Roblox Corporation","어드벤처"
"6","(new)","https://trees.gamemeca.com/lifeafter","https://trees.gamemeca.com/data/monthlyrank/mobile/lifeafter.png","라이프애프터","X.D. GLOBAL","어드벤처"
"7","(-1)","https://trees.gamemeca.com/princessconnect","https://trees.gamemeca.com/data/monthlyrank/mobile/princessconnect.png","프린세스 커넥트! Re:Dive","카카오게임즈","롤플레잉"
"8","(-1)","https://trees.gamemeca.com/bnsmkr","https://trees.gamemeca.com/data/monthlyrank/mobile/bnsmkr.png","블레이드&소울 레볼루션","NETMARBLE","롤플레잉"
"9","(-4)","https://trees.gamemeca.com/lynlight","https://trees.gamemeca.com/data/monthlyrank/mobile/lynlight.png","린: 더 라이트브링어","NEXON COMPANY","롤플레잉"
"10","(-)","https://trees.gamemeca.com/battlem","https://trees.gamemeca.com/data/monthlyrank/mobile/battlem.png","배틀그라운드 모바일","PUBG CORPORATION","액션"
"11","(-2)","https://trees.gamemeca.com/lastorigin","https://trees.gamemeca.com/data/monthlyrank/mobile/lastorigin.png","라스트오리진","SMARTJOY","롤플레잉"
"12","(-1)","https://trees.gamemeca.com/lineageii","https://trees.gamemeca.com/data/monthlyrank/mobile/lineageii.png","리니지2 레볼루션","NETMARBLE GAMES","롤플레잉"
"13","(-)","https://trees.gamemeca.com/maplem","https://trees.gamemeca.com/data/monthlyrank/mobile/maplem.png","메이플스토리M","NEXON COMPANY","롤플레잉"
"14","(+2)","https://trees.gamemeca.com/id5","https://trees.gamemeca.com/data/monthlyrank/mobile/id5.png","제5인격","X.D. GLOBAL","어드벤처"
"15","(-7)","https://trees.gamemeca.com/mastertanker","https://trees.gamemeca.com/data/monthlyrank/mobile/mastertanker.png","마스터 탱커","WEBZEN INC.","롤플레잉"
"16","(+1)","https://trees.gamemeca.com/aooni","https://trees.gamemeca.com/data/monthlyrank/mobile/aooni.png","좀비고등학교","AWESOMEPIECE","아케이드"
