"column-1","column-1 2","column-2 href","rankimg src","column-3","column-4","column-5"
"1","(-)","https://trees.gamemeca.com/battleground","https://trees.gamemeca.com/data/monthlyrank/steam/battleground.png","플레이어언노운스 배틀그라운드","PUBG Corporation","FPS"
"2","(-)","https://trees.gamemeca.com/stardew_valley","https://trees.gamemeca.com/data/monthlyrank/steam/stardew_valley.png","스타듀밸리","ConcernedApe","롤플레잉"
"3","(NEW)","","https://trees.gamemeca.com/data/monthlyrank/steam/callofduty.png","콜 오브 듀티 어드벤스드 워페어","2K","FPS"
"4","(-1)","https://trees.gamemeca.com/grand_theft_auto_v","https://trees.gamemeca.com/data/monthlyrank/steam/grand_theft_auto_v.png","GTA5","Rockstar Games","액션"
"5","(-1)","","https://trees.gamemeca.com/data/monthlyrank/steam/onpiecepiratew4.png","원피스: 해적무쌍 4","BANDAI NAMCO Entertainment","액션"
"6","(-1)","","https://trees.gamemeca.com/data/monthlyrank/steam/doometernal.png","둠 이터널","Bethesda Softworks","액션"
"7","(NEW)","https://trees.gamemeca.com/tom_clancys_rainbow_6_siege","https://trees.gamemeca.com/data/monthlyrank/steam/tom_clancys_rainbow_6_siege.png","톰 클랜시 레인보우 식스 시즈","Ubisoft","FPS"
"8","(-1)","https://trees.gamemeca.com/romance_of_the_three_kingdoms_xiv","https://trees.gamemeca.com/data/monthlyrank/steam/romance_of_the_three_kingdoms_xiv.png","삼국지 14","KOEI TECMO GAMES CO., LTD.","전략"
"9","(-3)","https://trees.gamemeca.com/arksurvival","https://trees.gamemeca.com/data/monthlyrank/steam/arksurvival.png","아크: 서바이벌 이볼브드","Studio Wildcard","어드벤처"
"9","(NEW)","","https://trees.gamemeca.com/data/monthlyrank/steam/nba2k20.png","NBA 2K20","2K","스포츠"
"11","(-3)","https://trees.gamemeca.com/reddeadredemption2","https://trees.gamemeca.com/data/monthlyrank/steam/reddeadredemption2.png","레드 데드 리뎀션 2","Rockstar Games","액션"
"12","(NEW)","","https://trees.gamemeca.com/data/monthlyrank/steam/superbman.png","슈퍼 버니 맨","Catobyte Ltd","액션"
"13","(-3)","","https://trees.gamemeca.com/data/monthlyrank/steam/undertale.png","언더테일","tobyfox","롤플레잉"
"14","(-5)","","https://trees.gamemeca.com/data/monthlyrank/steam/ori_and_the_blind_forest.png","오리와 도깨비불","Xbox Game Studios","액션"
"15","(NEW)","","https://trees.gamemeca.com/data/monthlyrank/steam/borderland3.png","보더랜드 3","2K","롤플레잉"
"16","(NEW)","","https://trees.gamemeca.com/data/monthlyrank/steam/foundation.png","파운데이션","Polymorph Games","전략"
"17","(NEW)","https://trees.gamemeca.com/sid_meiers_civilization_vi","https://trees.gamemeca.com/data/monthlyrank/steam/sid_meiers_civilization_vi.png","문명 6","2K","전략"
"18","(-6)","https://trees.gamemeca.com/the_forest","https://trees.gamemeca.com/data/monthlyrank/steam/the_forest.png","더 포레스트","Endnight Games Ltd","서바이벌"
"19","(-6)","https://trees.gamemeca.com/tekken_7","https://trees.gamemeca.com/data/monthlyrank/steam/tekken_7.png","철권 7","BANDAI NAMCO Entertainment","액션"
"20","(NEW)","https://trees.gamemeca.com/cities_skylines","https://trees.gamemeca.com/data/monthlyrank/steam/cities_skylines.png","시티즈: 스카이 라인","Paradox Interactive","시뮬레이션"
"21","(NEW)","https://trees.gamemeca.com/house_flipper","https://trees.gamemeca.com/data/monthlyrank/steam/house_flipper.png","하우스 플리퍼","Frozen District","시뮬레이션"
"22","(-10)","https://trees.gamemeca.com/rust","https://trees.gamemeca.com/data/monthlyrank/steam/rust.png","러스트","Facepunch Studios","FPS"
"23","(-9)","https://trees.gamemeca.com/the_witcher_3_wild_hunt","https://trees.gamemeca.com/data/monthlyrank/steam/the_witcher_3_wild_hunt.png","더 위쳐 3: 와일드 헌트-Game of the Year Edition","CD PROJEKT RED","롤플레잉"
"24","(-9)","","https://trees.gamemeca.com/data/monthlyrank/steam/monster_hunter_world.png","몬스터 헌터 월드: 아이스본","CAPCOM Co., Ltd.","액션"
"25","(NEW)","","https://trees.gamemeca.com/data/monthlyrank/steam/automata.png","니어 : 오토마타","Square Enix","액션"
"26","(NEW)","https://trees.gamemeca.com/terraria","https://trees.gamemeca.com/data/monthlyrank/steam/terraria.png","테라리아","Re-Logic","롤플레잉"
"27","(NEW)","","https://trees.gamemeca.com/data/monthlyrank/steam/sekiro.png","세키로: 섀도우 다이 트와이스","Activision (Excluding Japan and Asia)","액션"
"28","(NEW)","","https://trees.gamemeca.com/data/monthlyrank/steam/creed.png","어쌔신크리드 신디케이트","Ubisoft","액션"
"29","(-11)","https://trees.gamemeca.com/dark_souls_3","https://trees.gamemeca.com/data/monthlyrank/steam/dark_souls_3.png","다크소울 3","FromSoftware, Inc., BANDAI NAMCO Entertainment","롤플레잉"
