"column-1","column-1 2","column-2","column-2 href","column-3","column-4"
"1","(-)","오딘: 발할라 라이징","https://trees.gamemeca.com/odin","KAKAO GAMES CORP.","롤플레잉"
"2","(-)","블레이드&소울2","https://trees.gamemeca.com/bns219","NCSOFT","롤플레잉"
"3","(-)","ROBLOX","https://trees.gamemeca.com/roblox","Roblox Corporation","어드벤처"
"4","(+1)","마블 퓨처 레볼루션","https://trees.gamemeca.com/marvelfr","Netmarble","롤플레잉"
"5","(-1)","제2의 나라","https://trees.gamemeca.com/2worlds","Netmarble","롤플레잉"
"6","(+1)","원신","https://trees.gamemeca.com/genshin","miHoYo Limited","어드벤처"
"7","(-1)","쿠키런: 킹덤","https://trees.gamemeca.com/cookierunkingdom","Devsisters Corporation","롤플레잉"
"8","(-)","바람의나라 연","https://trees.gamemeca.com/baram_m","NEXON Company","롤플레잉"
"9","(-)","리니지M","https://trees.gamemeca.com/lineagem19","NCSOFT Corporation","롤플레잉"
"10","(-)","브롤스타즈","https://trees.gamemeca.com/brawlstars","Supercell","액션"
"11","(-)","코노스바 모바일 - 판타스틱 데이즈","https://trees.gamemeca.com/konosuba","NEXON Company","롤플레잉"
"12","(-)","세븐나이츠2","https://trees.gamemeca.com/sevenknights2","Netmarble","롤플레잉"
"13","(-)","리니지2M","https://trees.gamemeca.com/lineage2m19","NCSOFT Corporation","롤플레잉"
"14","(-)","드래곤블러드","https://trees.gamemeca.com/dragonblood","Supertree Co., Ltd.","롤플레잉"
"15","(+3)","미르4","https://trees.gamemeca.com/mir4","Wemade Co., Ltd","롤플레잉"
"16","(-1)","카트라이더 러쉬플러스","https://trees.gamemeca.com/nexonkart","NEXON Company","자동차 경주"
"17","(-1)","전략적 팀 전투","https://trees.gamemeca.com/league","Riot Games, Inc","전략"
"18","(-1)","검은사막 모바일","https://trees.gamemeca.com/blackdesertm","PEARL ABYSS","롤플레잉"
"19","(+3)","V4","https://trees.gamemeca.com/v4kr","NEXON Company","롤플레잉"
"20","(-1)","좀비고등학교","https://trees.gamemeca.com/aooni","AWESOMEPIECE","아케이드"
"21","(+2)","삼국지 전략판","https://trees.gamemeca.com/sgzzlb","Qookka Games","전략"
"22","(-2)","메이플스토리M","https://trees.gamemeca.com/maplem","NEXON Company","롤플레잉"
"23","(-2)","피파 모바일","https://trees.gamemeca.com/fmk","NEXON Company","스포츠"
"24","(-)","히어로즈 테일즈","https://trees.gamemeca.com/heroestales","37 MOBILE GAMES","롤플레잉"
"25","(+1)","R2M","https://trees.gamemeca.com/r2m","Webzen Inc.","롤플레잉"
"26","(-1)","냥코 대전쟁","https://trees.gamemeca.com/battlecatskr","PONOS Corporation","캐주얼 게임"
"27","(+1)","모두의마블","https://trees.gamemeca.com/modoomarblekakao","Netmarble","보드"
"28","(+1)","포켓몬고","https://trees.gamemeca.com/pokemongo","Niantic, Inc.","어드벤처"
"29","(-2)","더 킹 오브 파이터즈 올스타","https://trees.gamemeca.com/kofallstar","Netmarble","롤플레잉"
"30","(-)","리그 오브 레전드: 와일드 리프트","https://trees.gamemeca.com/wildrift","Riot Games, Inc","전략"
"31","(-)","일곱개의 대죄: 그랜드 크로스","https://trees.gamemeca.com/sevenguilty","Netmarble","롤플레잉"
"32","(-)","라이즈 오브 킹덤즈","https://trees.gamemeca.com/rok","Lilith Games","전략"
"33","(+2)","슬램덩크","https://trees.gamemeca.com/slamdunkmobile","DeNA HONG KONG LIMITED","스포츠"
"34","(NEW)","프렌즈샷: 누구나골프","https://trees.gamemeca.com/golffriends","Kakao Games Corp.","스포츠"
"35","(-1)","그랑사가","https://trees.gamemeca.com/gransaga","NPIXEL","롤플레잉"
"36","(-)","제5인격","https://trees.gamemeca.com/id5","X.D. Global","어드벤처"
"37","(+1)","짐승친구들M","https://trees.gamemeca.com/animalfriendm","BigPictureTeam","롤플레잉"
"38","(-5)","마이리틀포레스트","https://trees.gamemeca.com/malifo","Gamepub","시뮬레이션"
"39","(-2)","배틀그라운드 모바일","https://trees.gamemeca.com/battlem","PUBG CORPORATION","액션"
"40","(NEW)","나의 히어로 아카데미아: 최강 히어로","https://trees.gamemeca.com/mhakr","Bluetaku Pte. Ltd.","액션"
