,Unnamed: 0,rank,change,name,service,genre
0,0,1,(+1),전략적 팀 전투,"Riot Games, Inc",전략
1,1,2,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
2,2,3,(-),리니지2M,NCSOFT Corporation,롤플레잉
3,3,4,(-),ROBLOX,Roblox Corporation,어드벤처
4,4,5,(-),블레스 모바일,JOYCITY Corp.,롤플레잉
5,5,6,(+1),브롤스타즈,Supercell,액션
6,6,7,(+1),AFK 아레나,Lilith Games,롤플레잉
7,7,8,(-2),좀비고등학교,AWESOMEPIECE,아케이드
8,8,9,(-),리니지M,NCSOFT Corporation,롤플레잉
9,9,10,(-),V4,NEXON Company,롤플레잉
10,10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
11,11,12,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
12,12,13,(+4),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
13,13,14,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,14,15,(-2),카운터사이드,NEXON Company,롤플레잉
15,15,16,(-1),메이플스토리M,NEXON Company,롤플레잉
16,16,17,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
17,17,18,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
18,18,19,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
19,19,20,(+2),포켓몬고,"Niantic, Inc.",어드벤처
20,20,21,(+2),리니지2 레볼루션,Netmarble,롤플레잉
21,21,22,(+3),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
22,22,23,(-3),테라 히어로,Red Sahara Studio Inc.,롤플레잉
23,23,24,(-3),카오스모바일,(주)엑스엔게임즈,롤플레잉
24,24,25,(+1),세븐나이츠 for kakao,Netmarble,롤플레잉
25,25,26,(-2),명일방주,Yostar Limited.,전략
26,26,27,(+11),에오스 레드,BluePotion Games,롤플레잉
27,27,28,(+2),제5인격,X.D. Global,어드벤처
28,28,29,(+4),이사만루3,GONGGAMES Corp.,스포츠
29,29,30,(+6),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
30,30,31,(-2),라스트오리진,smart joy,롤플레잉
31,31,32,(-5),랜덤 다이스,royaldice,전략
32,32,33,(-5),블레이드&소울 레볼루션,Netmarble,롤플레잉
33,33,34,(-),클래시 오브 클랜,Supercell,전략
34,34,35,(-3),모두의마블 for kakao,Netmarble,보드
35,35,36,(-1),클래시 로얄,Supercell,전략
36,36,37,(NEW),에픽세븐,Smilegate Megaport,롤플레잉
37,37,38,(NEW),궁수의 전설,Habby,액션
38,38,39,(NEW),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
39,39,40,(-1),랑그릿사,ZlongGames,전략
40,0,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
41,1,2,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
42,2,3,(-),리니지2M,NCSOFT Corporation,롤플레잉
43,3,4,(-),ROBLOX,Roblox Corporation,어드벤처
44,4,5,(+2),AFK 아레나,Lilith Games,롤플레잉
45,5,6,(-1),블레스 모바일,JOYCITY Corp.,롤플레잉
46,6,7,(+1),좀비고등학교,AWESOMEPIECE,아케이드
47,7,8,(-2),브롤스타즈,Supercell,액션
48,8,9,(-),리니지M,NCSOFT Corporation,롤플레잉
49,9,10,(-),V4,NEXON Company,롤플레잉
50,10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
51,11,12,(+1),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
52,12,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
53,13,14,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
54,14,15,(-),카운터사이드,NEXON Company,롤플레잉
55,15,16,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
56,16,17,(-1),메이플스토리M,NEXON Company,롤플레잉
57,17,18,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
58,18,19,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
59,19,20,(-),포켓몬고,"Niantic, Inc.",어드벤처
60,20,21,(+1),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
61,21,22,(-1),리니지2 레볼루션,Netmarble,롤플레잉
62,22,23,(+4),에오스 레드,BluePotion Games,롤플레잉
63,23,24,(+2),명일방주,Yostar Limited.,전략
64,24,25,(+3),제5인격,X.D. Global,어드벤처
65,25,26,(+11),에픽세븐,Smilegate Megaport,롤플레잉
66,26,27,(+6),블레이드&소울 레볼루션,Netmarble,롤플레잉
67,27,28,(-5),테라 히어로,Red Sahara Studio Inc.,롤플레잉
68,28,29,(+3),랜덤 다이스,royaldice,전략
69,29,30,(-),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
70,30,31,(-),라스트오리진,smart joy,롤플레잉
71,31,32,(-3),이사만루3,GONGGAMES Corp.,스포츠
72,32,33,(+1),클래시 오브 클랜,Supercell,전략
73,33,34,(+2),클래시 로얄,Supercell,전략
74,34,35,(+4),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
75,35,36,(NEW),냥코 대전쟁,PONOS Corporation,캐주얼 게임
76,36,37,(+3),랑그릿사,ZlongGames,전략
77,37,38,(-),궁수의 전설,Habby,액션
78,38,39,(-4),모두의마블 for kakao,Netmarble,보드
79,39,40,(-15),세븐나이츠 for kakao,Netmarble,롤플레잉
80,0,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
81,1,2,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
82,2,3,(+6),리니지M,NCSOFT Corporation,롤플레잉
83,3,4,(+1),AFK 아레나,Lilith Games,롤플레잉
84,4,5,(-1),ROBLOX,Roblox Corporation,어드벤처
85,5,6,(-3),리니지2M,NCSOFT Corporation,롤플레잉
86,6,7,(-1),블레스 모바일,JOYCITY Corp.,롤플레잉
87,7,8,(-),브롤스타즈,Supercell,액션
88,8,9,(+1),V4,NEXON Company,롤플레잉
89,9,10,(-3),좀비고등학교,AWESOMEPIECE,아케이드
90,10,11,(NEW),라지엘,ZlongGames,롤플레잉
91,11,12,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
92,12,13,(+3),라이즈 오브 킹덤즈,Lilith Games,전략
93,13,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
94,14,15,(-3),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
95,15,16,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
96,16,17,(-2),카운터사이드,NEXON Company,롤플레잉
97,17,18,(-1),메이플스토리M,NEXON Company,롤플레잉
98,18,19,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
99,19,20,(-),포켓몬고,"Niantic, Inc.",어드벤처
100,20,21,(-3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
101,21,22,(-1),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
102,22,23,(-1),리니지2 레볼루션,Netmarble,롤플레잉
103,23,24,(+2),에픽세븐,Smilegate Megaport,롤플레잉
104,24,25,(-2),에오스 레드,BluePotion Games,롤플레잉
105,25,26,(+1),블레이드&소울 레볼루션,Netmarble,롤플레잉
106,26,27,(+2),랜덤 다이스,royaldice,전략
107,27,28,(-3),제5인격,X.D. Global,어드벤처
108,28,29,(-5),명일방주,Yostar Limited.,전략
109,29,30,(NEW),영주 : 백의 연대기,OASIS GAMES LIMITED,롤플레잉
110,30,31,(+9),세븐나이츠 for kakao,Netmarble,롤플레잉
111,31,32,(-2),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
112,32,33,(-2),라스트오리진,smart joy,롤플레잉
113,33,34,(-6),테라 히어로,Red Sahara Studio Inc.,롤플레잉
114,34,35,(-1),클래시 로얄,Supercell,전략
115,35,36,(-4),이사만루3,GONGGAMES Corp.,스포츠
116,36,37,(-4),클래시 오브 클랜,Supercell,전략
117,37,38,(+1),모두의마블 for kakao,Netmarble,보드
118,38,39,(NEW),마블 퓨처파이트,Netmarble,액션
119,39,40,(NEW),킹오파 익스트림 매치,ChangYou,롤플레잉
120,0,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
121,1,2,(+1),리니지M,NCSOFT Corporation,롤플레잉
122,2,3,(+1),AFK 아레나,Lilith Games,롤플레잉
123,3,4,(+2),리니지2M,NCSOFT Corporation,롤플레잉
124,4,5,(-3),A3: 스틸얼라이브,Netmarble,롤플레잉
125,5,6,(-1),ROBLOX,Roblox Corporation,어드벤처
126,6,7,(+1),브롤스타즈,Supercell,액션
127,7,8,(+1),V4,NEXON Company,롤플레잉
128,8,9,(+2),라지엘,ZlongGames,롤플레잉
129,9,10,(-),좀비고등학교,AWESOMEPIECE,아케이드
130,10,11,(+1),달빛조각사,Kakao Games Corp.,롤플레잉
131,11,12,(-5),블레스 모바일,JOYCITY Corp.,롤플레잉
132,12,13,(-),라이즈 오브 킹덤즈,Lilith Games,전략
133,13,14,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
134,14,15,(+2),카운터사이드,NEXON Company,롤플레잉
135,15,16,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
136,16,17,(+2),배틀그라운드 모바일,PUBG CORPORATION,액션
137,17,18,(+2),포켓몬고,"Niantic, Inc.",어드벤처
138,18,19,(-1),메이플스토리M,NEXON Company,롤플레잉
139,19,20,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
140,20,21,(+3),에픽세븐,Smilegate Megaport,롤플레잉
141,21,22,(NEW),케페우스M,Ujoy Games,롤플레잉
142,22,23,(-8),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
143,23,24,(-1),리니지2 레볼루션,Netmarble,롤플레잉
144,24,25,(+2),랜덤 다이스,royaldice,전략
145,25,26,(+4),영주 : 백의 연대기,OASIS GAMES LIMITED,롤플레잉
146,26,27,(+2),명일방주,Yostar Limited.,전략
147,27,28,(-),제5인격,X.D. Global,어드벤처
148,28,29,(-4),에오스 레드,BluePotion Games,롤플레잉
149,29,30,(-4),블레이드&소울 레볼루션,Netmarble,롤플레잉
150,30,31,(-),세븐나이츠 for kakao,Netmarble,롤플레잉
151,31,32,(-),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
152,32,33,(+6),마블 퓨처파이트,Netmarble,액션
153,33,34,(-1),라스트오리진,smart joy,롤플레잉
154,34,35,(-13),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
155,35,36,(-1),클래시 로얄,Supercell,전략
156,36,37,(-1),이사만루3,GONGGAMES Corp.,스포츠
157,37,38,(+2),킹오파 익스트림 매치,ChangYou,롤플레잉
158,38,39,(-5),테라 히어로,Red Sahara Studio Inc.,롤플레잉
159,39,40,(-2),모두의마블 for kakao,Netmarble,보드
160,0,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
161,1,2,(-),리니지M,NCSOFT Corporation,롤플레잉
162,2,3,(-),AFK 아레나,Lilith Games,롤플레잉
163,3,4,(-),리니지2M,NCSOFT Corporation,롤플레잉
164,4,5,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
165,5,6,(-),ROBLOX,Roblox Corporation,어드벤처
166,6,7,(-),브롤스타즈,Supercell,액션
167,7,8,(-),V4,NEXON Company,롤플레잉
168,8,9,(-),라지엘,ZlongGames,롤플레잉
169,9,10,(-),좀비고등학교,AWESOMEPIECE,아케이드
170,10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
171,11,12,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
172,12,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
173,13,14,(+3),배틀그라운드 모바일,PUBG CORPORATION,액션
174,14,15,(+3),포켓몬고,"Niantic, Inc.",어드벤처
175,15,16,(+6),케페우스M,Ujoy Games,롤플레잉
176,16,17,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
177,17,18,(+1),메이플스토리M,NEXON Company,롤플레잉
178,18,19,(-7),블레스 모바일,JOYCITY Corp.,롤플레잉
179,19,20,(+1),에픽세븐,Smilegate Megaport,롤플레잉
180,20,21,(-6),카운터사이드,NEXON Company,롤플레잉
181,21,22,(-2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
182,22,23,(-),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
183,23,24,(-),리니지2 레볼루션,Netmarble,롤플레잉
184,24,25,(-),랜덤 다이스,royaldice,전략
185,25,26,(+2),제5인격,X.D. Global,어드벤처
186,26,27,(-),명일방주,Yostar Limited.,전략
187,27,28,(-2),영주 : 백의 연대기,OASIS GAMES LIMITED,롤플레잉
188,28,29,(+5),라스트오리진,smart joy,롤플레잉
189,29,30,(-),블레이드&소울 레볼루션,Netmarble,롤플레잉
190,30,31,(+2),마블 퓨처파이트,Netmarble,액션
191,31,32,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
192,32,33,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
193,33,34,(-5),에오스 레드,BluePotion Games,롤플레잉
194,34,35,(+1),클래시 로얄,Supercell,전략
195,35,36,(+1),이사만루3,GONGGAMES Corp.,스포츠
196,36,37,(NEW),냥코 대전쟁,PONOS Corporation,캐주얼 게임
197,37,38,(-),킹오파 익스트림 매치,ChangYou,롤플레잉
198,38,39,(NEW),랑그릿사,ZlongGames,전략
199,39,40,(-),모두의마블 for kakao,Netmarble,보드
200,0,1,(NEW),카트라이더 러쉬플러스,NEXON Company,자동차 경주
201,1,2,(-),리니지M,NCSOFT Corporation,롤플레잉
202,2,3,(+1),리니지2M,NCSOFT Corporation,롤플레잉
203,3,4,(-3),전략적 팀 전투,"Riot Games, Inc",전략
204,4,5,(-2),AFK 아레나,Lilith Games,롤플레잉
205,5,6,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
206,6,7,(-),브롤스타즈,Supercell,액션
207,7,8,(-2),ROBLOX,Roblox Corporation,어드벤처
208,8,9,(-1),V4,NEXON Company,롤플레잉
209,9,10,(-1),라지엘,ZlongGames,롤플레잉
210,10,11,(NEW),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
211,11,12,(-2),좀비고등학교,AWESOMEPIECE,아케이드
212,12,13,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
213,13,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
214,14,15,(-),포켓몬고,"Niantic, Inc.",어드벤처
215,15,16,(-5),달빛조각사,Kakao Games Corp.,롤플레잉
216,16,17,(-3),배틀그라운드 모바일,PUBG CORPORATION,액션
217,17,18,(-2),케페우스M,Ujoy Games,롤플레잉
218,18,19,(+1),에픽세븐,Smilegate Megaport,롤플레잉
219,19,20,(-3),검은사막 모바일,PEARL ABYSS,롤플레잉
220,20,21,(-3),메이플스토리M,NEXON Company,롤플레잉
221,21,22,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
222,22,23,(NEW),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
223,23,24,(-3),카운터사이드,NEXON Company,롤플레잉
224,24,25,(-1),리니지2 레볼루션,Netmarble,롤플레잉
225,25,26,(-7),블레스 모바일,JOYCITY Corp.,롤플레잉
226,26,27,(-1),제5인격,X.D. Global,어드벤처
227,27,28,(+1),라스트오리진,smart joy,롤플레잉
228,28,29,(-4),랜덤 다이스,royaldice,전략
229,29,30,(-3),명일방주,Yostar Limited.,전략
230,30,31,(-8),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
231,31,32,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
232,32,33,(-2),마블 퓨처파이트,Netmarble,액션
233,33,34,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
234,34,35,(-3),세븐나이츠 for kakao,Netmarble,롤플레잉
235,35,36,(-),이사만루3,GONGGAMES Corp.,스포츠
236,36,37,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
237,37,38,(+1),랑그릿사,ZlongGames,전략
238,38,39,(-4),클래시 로얄,Supercell,전략
239,39,40,(-),모두의마블 for kakao,Netmarble,보드
240,0,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
241,1,2,(+1),리니지2M,NCSOFT Corporation,롤플레잉
242,2,3,(+1),전략적 팀 전투,"Riot Games, Inc",전략
243,3,4,(+3),브롤스타즈,Supercell,액션
244,4,5,(-),AFK 아레나,Lilith Games,롤플레잉
245,5,6,(+2),ROBLOX,Roblox Corporation,어드벤처
246,6,7,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
247,7,8,(-6),리니지M,NCSOFT Corporation,롤플레잉
248,8,9,(+2),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
249,9,10,(-1),V4,NEXON Company,롤플레잉
250,10,11,(+2),라이즈 오브 킹덤즈,Lilith Games,전략
251,11,12,(-),좀비고등학교,AWESOMEPIECE,아케이드
252,12,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
253,13,14,(+1),포켓몬고,"Niantic, Inc.",어드벤처
254,14,15,(+8),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
255,15,16,(-),달빛조각사,Kakao Games Corp.,롤플레잉
256,16,17,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
257,17,18,(-),케페우스M,Ujoy Games,롤플레잉
258,18,19,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
259,19,20,(-1),에픽세븐,Smilegate Megaport,롤플레잉
260,20,21,(-11),라지엘,ZlongGames,롤플레잉
261,21,22,(-1),메이플스토리M,NEXON Company,롤플레잉
262,22,23,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
263,23,24,(-),카운터사이드,NEXON Company,롤플레잉
264,24,25,(-),리니지2 레볼루션,Netmarble,롤플레잉
265,25,26,(+2),라스트오리진,smart joy,롤플레잉
266,26,27,(-),제5인격,X.D. Global,어드벤처
267,27,28,(+2),명일방주,Yostar Limited.,전략
268,28,29,(-),랜덤 다이스,royaldice,전략
269,29,30,(+1),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
270,30,31,(-5),블레스 모바일,JOYCITY Corp.,롤플레잉
271,31,32,(+1),마블 퓨처파이트,Netmarble,액션
272,32,33,(-1),블레이드&소울 레볼루션,Netmarble,롤플레잉
273,33,34,(-),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
274,34,35,(+1),이사만루3,GONGGAMES Corp.,스포츠
275,35,36,(+2),랑그릿사,ZlongGames,전략
276,36,37,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
277,37,38,(-3),세븐나이츠 for kakao,Netmarble,롤플레잉
278,38,39,(NEW),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
279,39,40,(-1),클래시 로얄,Supercell,전략
280,0,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
281,1,2,(+1),전략적 팀 전투,"Riot Games, Inc",전략
282,2,3,(+1),브롤스타즈,Supercell,액션
283,3,4,(-2),리니지2M,NCSOFT Corporation,롤플레잉
284,4,5,(+1),ROBLOX,Roblox Corporation,어드벤처
285,5,6,(-1),AFK 아레나,Lilith Games,롤플레잉
286,6,7,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
287,7,8,(-),리니지M,NCSOFT Corporation,롤플레잉
288,8,9,(+6),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
289,9,10,(-1),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
290,10,11,(NEW),뮤 아크엔젤,Webzen Inc.,롤플레잉
291,11,12,(-2),V4,NEXON Company,롤플레잉
292,12,13,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
293,13,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
294,14,15,(-3),좀비고등학교,AWESOMEPIECE,아케이드
295,15,16,(-2),포켓몬고,"Niantic, Inc.",어드벤처
296,16,17,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
297,17,18,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
298,18,19,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
299,19,20,(+3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
300,20,21,(+7),명일방주,Yostar Limited.,전략
301,21,22,(-2),에픽세븐,Smilegate Megaport,롤플레잉
302,22,23,(-1),메이플스토리M,NEXON Company,롤플레잉
303,23,24,(-6),케페우스M,Ujoy Games,롤플레잉
304,24,25,(-),리니지2 레볼루션,Netmarble,롤플레잉
305,25,26,(-),라스트오리진,smart joy,롤플레잉
306,26,27,(+6),블레이드&소울 레볼루션,Netmarble,롤플레잉
307,27,28,(-4),카운터사이드,NEXON Company,롤플레잉
308,28,29,(-2),제5인격,X.D. Global,어드벤처
309,29,30,(-1),랜덤 다이스,royaldice,전략
310,30,31,(+4),이사만루3,GONGGAMES Corp.,스포츠
311,31,32,(+7),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
312,32,33,(-1),마블 퓨처파이트,Netmarble,액션
313,33,34,(-13),라지엘,ZlongGames,롤플레잉
314,34,35,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
315,35,36,(-6),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
316,36,37,(-1),랑그릿사,ZlongGames,전략
317,37,38,(-1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
318,38,39,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
319,39,40,(-),클래시 로얄,Supercell,전략
320,0,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
321,1,2,(-),전략적 팀 전투,"Riot Games, Inc",전략
322,2,3,(-),브롤스타즈,Supercell,액션
323,3,4,(+1),ROBLOX,Roblox Corporation,어드벤처
324,4,5,(-1),리니지2M,NCSOFT Corporation,롤플레잉
325,5,6,(+2),리니지M,NCSOFT Corporation,롤플레잉
326,6,7,(-1),AFK 아레나,Lilith Games,롤플레잉
327,7,8,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
328,8,9,(-),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
329,9,10,(+1),뮤 아크엔젤,Webzen Inc.,롤플레잉
330,10,11,(-1),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
331,11,12,(-),V4,NEXON Company,롤플레잉
332,12,13,(-),라이즈 오브 킹덤즈,Lilith Games,전략
333,13,14,(+1),좀비고등학교,AWESOMEPIECE,아케이드
334,14,15,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
335,15,16,(+4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
336,16,17,(-1),포켓몬고,"Niantic, Inc.",어드벤처
337,17,18,(-),달빛조각사,Kakao Games Corp.,롤플레잉
338,18,19,(+2),명일방주,Yostar Limited.,전략
339,19,20,(-6),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
340,20,21,(+1),에픽세븐,Smilegate Megaport,롤플레잉
341,21,22,(+1),메이플스토리M,NEXON Company,롤플레잉
342,22,23,(NEW),폴아웃 쉘터 Online,GaeaMobile,어드벤처
343,23,24,(+3),블레이드&소울 레볼루션,Netmarble,롤플레잉
344,24,25,(-),리니지2 레볼루션,Netmarble,롤플레잉
345,25,26,(-),라스트오리진,smart joy,롤플레잉
346,26,27,(+2),제5인격,X.D. Global,어드벤처
347,27,28,(-),카운터사이드,NEXON Company,롤플레잉
348,28,29,(+3),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
349,29,30,(-),랜덤 다이스,royaldice,전략
350,30,31,(+6),랑그릿사,ZlongGames,전략
351,31,32,(-1),이사만루3,GONGGAMES Corp.,스포츠
352,32,33,(-),마블 퓨처파이트,Netmarble,액션
353,33,34,(+1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
354,34,35,(-11),케페우스M,Ujoy Games,롤플레잉
355,35,36,(-),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
356,36,37,(+1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
357,37,38,(+1),세븐나이츠 for kakao,Netmarble,롤플레잉
358,38,39,(NEW),모두의마블 for kakao,Netmarble,보드
359,39,40,(-),클래시 로얄,Supercell,전략
360,0,1,(NEW),피파 모바일,NEXON Company,스포츠
361,1,2,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
362,2,3,(+3),리니지M,NCSOFT Corporation,롤플레잉
363,3,4,(-),ROBLOX,Roblox Corporation,어드벤처
364,4,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
365,5,6,(-4),전략적 팀 전투,"Riot Games, Inc",전략
366,6,7,(-4),브롤스타즈,Supercell,액션
367,7,8,(+2),뮤 아크엔젤,Webzen Inc.,롤플레잉
368,8,9,(-2),AFK 아레나,Lilith Games,롤플레잉
369,9,10,(-2),A3: 스틸얼라이브,Netmarble,롤플레잉
370,10,11,(+1),V4,NEXON Company,롤플레잉
371,11,12,(+3),검은사막 모바일,PEARL ABYSS,롤플레잉
372,12,13,(+3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
373,13,14,(-5),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
374,14,15,(+5),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
375,15,16,(-3),라이즈 오브 킹덤즈,Lilith Games,전략
376,16,17,(-3),좀비고등학교,AWESOMEPIECE,아케이드
377,17,18,(-7),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
378,18,19,(-2),포켓몬고,"Niantic, Inc.",어드벤처
379,19,20,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
380,20,21,(+2),폴아웃 쉘터 Online,GaeaMobile,어드벤처
381,21,22,(-3),명일방주,Yostar Limited.,전략
382,22,23,(-1),메이플스토리M,NEXON Company,롤플레잉
383,23,24,(-3),에픽세븐,Smilegate Megaport,롤플레잉
384,24,25,(NEW),배틀그라운드 모바일,PUBG CORPORATION,액션
385,25,26,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
386,26,27,(-2),리니지2 레볼루션,Netmarble,롤플레잉
387,27,28,(+2),랜덤 다이스,royaldice,전략
388,28,29,(-2),제5인격,X.D. Global,어드벤처
389,29,30,(-1),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
390,30,31,(-5),라스트오리진,smart joy,롤플레잉
391,31,32,(-4),카운터사이드,NEXON Company,롤플레잉
392,32,33,(-2),랑그릿사,ZlongGames,전략
393,33,34,(-2),이사만루3,GONGGAMES Corp.,스포츠
394,34,35,(-2),마블 퓨처파이트,Netmarble,액션
395,35,36,(-2),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
396,36,37,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
397,37,38,(-2),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
398,38,39,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
399,39,40,(NEW),컴투스프로야구2020,Com2uS,스포츠
400,0,1,(-),피파 모바일,NEXON Company,스포츠
401,1,2,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
402,2,3,(NEW),스톤에이지 월드,Netmarble,롤플레잉
403,3,4,(-1),리니지M,NCSOFT Corporation,롤플레잉
404,4,5,(-1),ROBLOX,Roblox Corporation,어드벤처
405,5,6,(-1),리니지2M,NCSOFT Corporation,롤플레잉
406,6,7,(+1),뮤 아크엔젤,Webzen Inc.,롤플레잉
407,7,8,(-2),전략적 팀 전투,"Riot Games, Inc",전략
408,8,9,(-2),브롤스타즈,Supercell,액션
409,9,10,(-1),AFK 아레나,Lilith Games,롤플레잉
410,10,11,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
411,11,12,(-1),V4,NEXON Company,롤플레잉
