,Unnamed: 0,rank,change,name,service,genre
1879,39,40,(-7),라스트오리진,smart joy,롤플레잉
1880,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1881,1,2,(+1),ROBLOX,Roblox Corporation,어드벤처
1882,2,3,(-1),그랑사가,NPIXEL,롤플레잉
1883,3,4,(-),세븐나이츠2,Netmarble,롤플레잉
1884,4,5,(-),리니지M,NCSOFT Corporation,롤플레잉
1885,5,6,(+1),원신,miHoYo Limited,어드벤처
1886,6,7,(-1),바람의나라 연,NEXON Company,롤플레잉
1887,7,8,(+1),브롤스타즈,Supercell,액션
1888,8,9,(+1),리니지2M,NCSOFT Corporation,롤플레잉
1889,9,10,(-2),미르4,"Wemade Co., Ltd",롤플레잉
1890,10,11,(-),피파 모바일,NEXON Company,스포츠
1891,11,12,(-),메이플스토리M,NEXON Company,롤플레잉
1892,12,13,(+8),삼국지 전략판,Qookka Games,전략
1893,13,14,(-1),포켓몬고,"Niantic, Inc.",어드벤처
1894,14,15,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
1895,15,16,(+1),V4,NEXON Company,롤플레잉
1896,16,17,(-1),좀비고등학교,AWESOMEPIECE,아케이드
1897,17,18,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1898,18,19,(-4),전략적 팀 전투,"Riot Games, Inc",전략
1899,19,20,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1900,20,21,(-1),카운터사이드,NEXON Company,롤플레잉
1901,21,22,(+1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
1902,22,23,(+1),AFK 아레나,Lilith Games,롤플레잉
1903,23,24,(+3),A3: 스틸얼라이브,Netmarble,롤플레잉
1904,24,25,(-),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
1905,25,26,(+2),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1906,26,27,(+2),배틀그라운드 모바일,PUBG CORPORATION,액션
1907,27,28,(+2),라이즈 오브 킹덤즈,Lilith Games,전략
1908,28,29,(+3),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
1909,29,30,(-),라스트오리진,smart joy,롤플레잉
1910,30,31,(+3),제5인격,X.D. Global,어드벤처
1911,31,32,(+1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
1912,32,33,(-2),R2M,Webzen Inc.,롤플레잉
1913,33,34,(-8),모두의마블,Netmarble,보드
1914,34,35,(+3),기적의 검,4399 KOREA,롤플레잉
1915,35,36,(-),페이트 그랜드 오더,Netmarble,롤플레잉
1916,36,37,(NEW),가디언 테일즈,Kakao Games Corp.,롤플레잉
1917,37,38,(NEW),로얄 크라운,LINE Games,롤플레잉
1918,38,39,(-2),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
1919,39,40,(NEW),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1920,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1921,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
1922,2,3,(-),그랑사가,NPIXEL,롤플레잉
1923,3,4,(-),세븐나이츠2,Netmarble,롤플레잉
1924,4,5,(+1),원신,miHoYo Limited,어드벤처
1925,5,6,(+1),바람의나라 연,NEXON Company,롤플레잉
1926,6,7,(-2),리니지M,NCSOFT Corporation,롤플레잉
1927,7,8,(-),브롤스타즈,Supercell,액션
1928,8,9,(-),리니지2M,NCSOFT Corporation,롤플레잉
1929,9,10,(-),미르4,"Wemade Co., Ltd",롤플레잉
1930,10,11,(+2),삼국지 전략판,Qookka Games,전략
1931,11,12,(+4),V4,NEXON Company,롤플레잉
1932,12,13,(+1),포켓몬고,"Niantic, Inc.",어드벤처
1933,13,14,(-3),피파 모바일,NEXON Company,스포츠
1934,14,15,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
1935,15,16,(-4),메이플스토리M,NEXON Company,롤플레잉
1936,16,17,(+2),전략적 팀 전투,"Riot Games, Inc",전략
1937,17,18,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1938,18,19,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1939,19,20,(-3),좀비고등학교,AWESOMEPIECE,아케이드
1940,20,21,(NEW),아르카나 택틱스,GAMEVIL,롤플레잉
1941,21,22,(+2),A3: 스틸얼라이브,Netmarble,롤플레잉
1942,22,23,(-1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
1943,23,24,(+3),배틀그라운드 모바일,PUBG CORPORATION,액션
1944,24,25,(-4),카운터사이드,NEXON Company,롤플레잉
1945,25,26,(-3),AFK 아레나,Lilith Games,롤플레잉
1946,26,27,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1947,27,28,(-3),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
1948,28,29,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
1949,29,30,(-),라스트오리진,smart joy,롤플레잉
1950,30,31,(+7),로얄 크라운,LINE Games,롤플레잉
1951,31,32,(+1),R2M,Webzen Inc.,롤플레잉
1952,32,33,(-2),제5인격,X.D. Global,어드벤처
1953,33,34,(-2),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
1954,34,35,(-6),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
1955,35,36,(-1),기적의 검,4399 KOREA,롤플레잉
1956,36,37,(-3),모두의마블,Netmarble,보드
1957,37,38,(-1),가디언 테일즈,Kakao Games Corp.,롤플레잉
1958,38,39,(NEW),앨리스클로젯,Kakao Games Corp.,시뮬레이션
1959,39,40,(NEW),리니지2 레볼루션,Netmarble,롤플레잉
1960,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1961,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
1962,2,3,(-),그랑사가,NPIXEL,롤플레잉
1963,3,4,(-),세븐나이츠2,Netmarble,롤플레잉
1964,4,5,(+1),바람의나라 연,NEXON Company,롤플레잉
1965,5,6,(-1),원신,miHoYo Limited,어드벤처
1966,6,7,(+1),브롤스타즈,Supercell,액션
1967,7,8,(-1),리니지M,NCSOFT Corporation,롤플레잉
1968,8,9,(+2),삼국지 전략판,Qookka Games,전략
1969,9,10,(-1),리니지2M,NCSOFT Corporation,롤플레잉
1970,10,11,(-1),미르4,"Wemade Co., Ltd",롤플레잉
1971,11,12,(-),V4,NEXON Company,롤플레잉
1972,12,13,(NEW),이카루스 이터널,LINE Games,롤플레잉
1973,13,14,(-1),포켓몬고,"Niantic, Inc.",어드벤처
1974,14,15,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
1975,15,16,(-),메이플스토리M,NEXON Company,롤플레잉
1976,16,17,(+1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1977,17,18,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1978,18,19,(+1),좀비고등학교,AWESOMEPIECE,아케이드
1979,19,20,(+1),아르카나 택틱스,GAMEVIL,롤플레잉
1980,20,21,(-7),피파 모바일,NEXON Company,스포츠
1981,21,22,(-5),전략적 팀 전투,"Riot Games, Inc",전략
1982,22,23,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
1983,23,24,(-1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
1984,24,25,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
1985,25,26,(-),AFK 아레나,Lilith Games,롤플레잉
1986,26,27,(-2),카운터사이드,NEXON Company,롤플레잉
1987,27,28,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
1988,28,29,(-1),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
1989,29,30,(-),라스트오리진,smart joy,롤플레잉
1990,30,31,(-4),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1991,31,32,(-),R2M,Webzen Inc.,롤플레잉
1992,32,33,(+7),리니지2 레볼루션,Netmarble,롤플레잉
1993,33,34,(-3),로얄 크라운,LINE Games,롤플레잉
1994,34,35,(-1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
1995,35,36,(-3),제5인격,X.D. Global,어드벤처
1996,36,37,(NEW),세븐나이츠,Netmarble,롤플레잉
1997,37,38,(+1),앨리스클로젯,Kakao Games Corp.,시뮬레이션
1998,38,39,(-4),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
1999,39,40,(-4),기적의 검,4399 KOREA,롤플레잉
2000,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2001,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
2002,2,3,(-),그랑사가,NPIXEL,롤플레잉
2003,3,4,(+4),리니지M,NCSOFT Corporation,롤플레잉
2004,4,5,(-),바람의나라 연,NEXON Company,롤플레잉
2005,5,6,(-2),세븐나이츠2,Netmarble,롤플레잉
2006,6,7,(-1),원신,miHoYo Limited,어드벤처
2007,7,8,(-1),브롤스타즈,Supercell,액션
2008,8,9,(-),삼국지 전략판,Qookka Games,전략
2009,9,10,(+3),이카루스 이터널,LINE Games,롤플레잉
2010,10,11,(-1),리니지2M,NCSOFT Corporation,롤플레잉
2011,11,12,(-1),미르4,"Wemade Co., Ltd",롤플레잉
2012,12,13,(-1),V4,NEXON Company,롤플레잉
2013,13,14,(NEW),원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉
2014,14,15,(+1),메이플스토리M,NEXON Company,롤플레잉
2015,15,16,(-2),포켓몬고,"Niantic, Inc.",어드벤처
2016,16,17,(NEW),DK모바일,NTRANCE Corp,롤플레잉
2017,17,18,(-3),검은사막 모바일,PEARL ABYSS,롤플레잉
2018,18,19,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2019,19,20,(-),아르카나 택틱스,GAMEVIL,롤플레잉
2020,20,21,(+2),A3: 스틸얼라이브,Netmarble,롤플레잉
2021,21,22,(-4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
2022,22,23,(-4),좀비고등학교,AWESOMEPIECE,아케이드
2023,23,24,(-3),피파 모바일,NEXON Company,스포츠
2024,24,25,(-3),전략적 팀 전투,"Riot Games, Inc",전략
2025,25,26,(-2),슬램덩크,DeNA HONG KONG LIMITED,스포츠
2026,26,27,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
2027,27,28,(+3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
2028,28,29,(-3),AFK 아레나,Lilith Games,롤플레잉
2029,29,30,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
2030,30,31,(+1),R2M,Webzen Inc.,롤플레잉
2031,31,32,(-3),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
2032,32,33,(-),리니지2 레볼루션,Netmarble,롤플레잉
2033,33,34,(-4),라스트오리진,smart joy,롤플레잉
2034,34,35,(-),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
2035,35,36,(+1),세븐나이츠,Netmarble,롤플레잉
2036,36,37,(-10),카운터사이드,NEXON Company,롤플레잉
2037,37,38,(-2),제5인격,X.D. Global,어드벤처
2038,38,39,(NEW),라그나로크: 라비린스,"GRAVITY Co., Ltd.",롤플레잉
2039,39,40,(-2),앨리스클로젯,Kakao Games Corp.,시뮬레이션
2040,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2041,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
2042,2,3,(+1),리니지M,NCSOFT Corporation,롤플레잉
2043,3,4,(NEW),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
2044,4,5,(-2),그랑사가,NPIXEL,롤플레잉
2045,5,6,(-1),바람의나라 연,NEXON Company,롤플레잉
2046,6,7,(-1),세븐나이츠2,Netmarble,롤플레잉
2047,7,8,(-),브롤스타즈,Supercell,액션
2048,8,9,(-2),원신,miHoYo Limited,어드벤처
2049,9,10,(-),이카루스 이터널,LINE Games,롤플레잉
2050,10,11,(-),리니지2M,NCSOFT Corporation,롤플레잉
2051,11,12,(+5),DK모바일,NTRANCE Corp,롤플레잉
2052,12,13,(-4),삼국지 전략판,Qookka Games,전략
2053,13,14,(-1),V4,NEXON Company,롤플레잉
2054,14,15,(-3),미르4,"Wemade Co., Ltd",롤플레잉
2055,15,16,(-2),원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉
2056,16,17,(-2),메이플스토리M,NEXON Company,롤플레잉
2057,17,18,(+2),아르카나 택틱스,GAMEVIL,롤플레잉
2058,18,19,(-3),포켓몬고,"Niantic, Inc.",어드벤처
2059,19,20,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2060,20,21,(+4),전략적 팀 전투,"Riot Games, Inc",전략
2061,21,22,(+1),좀비고등학교,AWESOMEPIECE,아케이드
2062,22,23,(-5),검은사막 모바일,PEARL ABYSS,롤플레잉
2063,23,24,(-3),A3: 스틸얼라이브,Netmarble,롤플레잉
2064,24,25,(-3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
2065,25,26,(-2),피파 모바일,NEXON Company,스포츠
2066,26,27,(-1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
2067,27,28,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
2068,28,29,(-),AFK 아레나,Lilith Games,롤플레잉
2069,29,30,(-3),배틀그라운드 모바일,PUBG CORPORATION,액션
2070,30,31,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
2071,31,32,(-1),R2M,Webzen Inc.,롤플레잉
2072,32,33,(-),리니지2 레볼루션,Netmarble,롤플레잉
2073,33,34,(-2),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
2074,34,35,(+4),라그나로크: 라비린스,"GRAVITY Co., Ltd.",롤플레잉
2075,35,36,(-1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
2076,36,37,(-1),세븐나이츠,Netmarble,롤플레잉
2077,37,38,(-1),카운터사이드,NEXON Company,롤플레잉
2078,38,39,(-1),제5인격,X.D. Global,어드벤처
2079,39,40,(NEW),달빛조각사,Kakao Games Corp.,롤플레잉
2080,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2081,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
2082,2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
2083,3,4,(+3),세븐나이츠2,Netmarble,롤플레잉
2084,4,5,(-1),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
2085,5,6,(-),바람의나라 연,NEXON Company,롤플레잉
2086,6,7,(-2),그랑사가,NPIXEL,롤플레잉
2087,7,8,(-),브롤스타즈,Supercell,액션
2088,8,9,(+1),이카루스 이터널,LINE Games,롤플레잉
2089,9,10,(+2),DK모바일,NTRANCE Corp,롤플레잉
2090,10,11,(-),리니지2M,NCSOFT Corporation,롤플레잉
2091,11,12,(-3),원신,miHoYo Limited,어드벤처
2092,12,13,(-),삼국지 전략판,Qookka Games,전략
2093,13,14,(+1),미르4,"Wemade Co., Ltd",롤플레잉
2094,14,15,(+1),원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉
2095,15,16,(-2),V4,NEXON Company,롤플레잉
2096,16,17,(NEW),프로야구 H3,NCSOFT,스포츠
2097,17,18,(+5),검은사막 모바일,PEARL ABYSS,롤플레잉
2098,18,19,(-2),메이플스토리M,NEXON Company,롤플레잉
2099,19,20,(+1),전략적 팀 전투,"Riot Games, Inc",전략
2100,20,21,(-2),포켓몬고,"Niantic, Inc.",어드벤처
2101,21,22,(-),좀비고등학교,AWESOMEPIECE,아케이드
2102,22,23,(-3),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2103,23,24,(+2),피파 모바일,NEXON Company,스포츠
2104,24,25,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
2105,25,26,(-2),A3: 스틸얼라이브,Netmarble,롤플레잉
2106,26,27,(-),슬램덩크,DeNA HONG KONG LIMITED,스포츠
2107,27,28,(+1),AFK 아레나,Lilith Games,롤플레잉
2108,28,29,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
2109,29,30,(+2),R2M,Webzen Inc.,롤플레잉
2110,30,31,(-),라이즈 오브 킹덤즈,Lilith Games,전략
2111,31,32,(+3),라그나로크: 라비린스,"GRAVITY Co., Ltd.",롤플레잉
2112,32,33,(+1),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
2113,33,34,(-1),리니지2 레볼루션,Netmarble,롤플레잉
2114,34,35,(-5),배틀그라운드 모바일,PUBG CORPORATION,액션
2115,35,36,(+1),세븐나이츠,Netmarble,롤플레잉
2116,36,37,(-19),아르카나 택틱스,GAMEVIL,롤플레잉
2117,37,38,(-2),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
2118,38,39,(-),제5인격,X.D. Global,어드벤처
2119,39,40,(-2),카운터사이드,NEXON Company,롤플레잉
2120,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2121,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
2122,2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
2123,3,4,(+1),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
2124,4,5,(-1),세븐나이츠2,Netmarble,롤플레잉
2125,5,6,(NEW),데카론M,THUMBAGE,롤플레잉
2126,6,7,(-1),바람의나라 연,NEXON Company,롤플레잉
2127,7,8,(+3),리니지2M,NCSOFT Corporation,롤플레잉
2128,8,9,(-1),브롤스타즈,Supercell,액션
2129,9,10,(-3),그랑사가,NPIXEL,롤플레잉
2130,10,11,(-1),DK모바일,NTRANCE Corp,롤플레잉
2131,11,12,(-),원신,miHoYo Limited,어드벤처
2132,12,13,(-),삼국지 전략판,Qookka Games,전략
2133,13,14,(-5),이카루스 이터널,LINE Games,롤플레잉
2134,14,15,(+2),프로야구 H3,NCSOFT,스포츠
2135,15,16,(-2),미르4,"Wemade Co., Ltd",롤플레잉
2136,16,17,(+7),피파 모바일,NEXON Company,스포츠
2137,17,18,(-2),V4,NEXON Company,롤플레잉
2138,18,19,(+4),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2139,19,20,(-),전략적 팀 전투,"Riot Games, Inc",전략
2140,20,21,(-3),검은사막 모바일,PEARL ABYSS,롤플레잉
2141,21,22,(-7),원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉
2142,22,23,(-4),메이플스토리M,NEXON Company,롤플레잉
2143,23,24,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
2144,24,25,(-3),좀비고등학교,AWESOMEPIECE,아케이드
2145,25,26,(-5),포켓몬고,"Niantic, Inc.",어드벤처
2146,26,27,(-),슬램덩크,DeNA HONG KONG LIMITED,스포츠
2147,27,28,(-),AFK 아레나,Lilith Games,롤플레잉
2148,28,29,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
2149,29,30,(-),R2M,Webzen Inc.,롤플레잉
2150,30,31,(-5),A3: 스틸얼라이브,Netmarble,롤플레잉
2151,31,32,(-),라그나로크: 라비린스,"GRAVITY Co., Ltd.",롤플레잉
2152,32,33,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
2153,33,34,(-1),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
2154,34,35,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
2155,35,36,(NEW),삼국지혼,YOUZU(SINGAPORE)PTE.LTD.,카드
2156,36,37,(-3),리니지2 레볼루션,Netmarble,롤플레잉
2157,37,38,(-2),세븐나이츠,Netmarble,롤플레잉
2158,38,39,(NEW),스매시 레전드,LINE Games,액션
2159,39,40,(-),카운터사이드,NEXON Company,롤플레잉
2160,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2161,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
2162,2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
2163,3,4,(+1),세븐나이츠2,Netmarble,롤플레잉
2164,4,5,(-1),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
2165,5,6,(-),데카론M,THUMBAGE,롤플레잉
2166,6,7,(+1),리니지2M,NCSOFT Corporation,롤플레잉
2167,7,8,(+1),브롤스타즈,Supercell,액션
2168,8,9,(-2),바람의나라 연,NEXON Company,롤플레잉
2169,9,10,(+1),DK모바일,NTRANCE Corp,롤플레잉
2170,10,11,(+1),원신,miHoYo Limited,어드벤처
2171,11,12,(-2),그랑사가,NPIXEL,롤플레잉
2172,12,13,(+2),프로야구 H3,NCSOFT,스포츠
2173,13,14,(-1),삼국지 전략판,Qookka Games,전략
2174,14,15,(+2),피파 모바일,NEXON Company,스포츠
2175,15,16,(-),미르4,"Wemade Co., Ltd",롤플레잉
2176,16,17,(-3),이카루스 이터널,LINE Games,롤플레잉
2177,17,18,(-),V4,NEXON Company,롤플레잉
2178,18,19,(+1),전략적 팀 전투,"Riot Games, Inc",전략
2179,19,20,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
2180,20,21,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2181,21,22,(+1),메이플스토리M,NEXON Company,롤플레잉
2182,22,23,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
2183,23,24,(+1),좀비고등학교,AWESOMEPIECE,아케이드
2184,24,25,(+1),포켓몬고,"Niantic, Inc.",어드벤처
2185,25,26,(+1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
2186,26,27,(+1),AFK 아레나,Lilith Games,롤플레잉
2187,27,28,(+11),스매시 레전드,LINE Games,액션
2188,28,29,(+1),R2M,Webzen Inc.,롤플레잉
2189,29,30,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
2190,30,31,(+5),삼국지혼,YOUZU(SINGAPORE)PTE.LTD.,카드
2191,31,32,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
2192,32,33,(-2),A3: 스틸얼라이브,Netmarble,롤플레잉
2193,33,34,(-),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
2194,34,35,(NEW),블레이드&소울 레볼루션,Netmarble,롤플레잉
2195,35,36,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
2196,36,37,(NEW),파이널삼국지2,Gamepub,롤플레잉
2197,37,38,(-16),원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉
2198,38,39,(-1),세븐나이츠,Netmarble,롤플레잉
2199,39,40,(-),카운터사이드,NEXON Company,롤플레잉
2200,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2201,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
2202,2,3,(+1),세븐나이츠2,Netmarble,롤플레잉
2203,3,4,(+2),데카론M,THUMBAGE,롤플레잉
2204,4,5,(-2),리니지M,NCSOFT Corporation,롤플레잉
2205,5,6,(+1),리니지2M,NCSOFT Corporation,롤플레잉
2206,6,7,(+1),브롤스타즈,Supercell,액션
2207,7,8,(+3),원신,miHoYo Limited,어드벤처
2208,8,9,(-),바람의나라 연,NEXON Company,롤플레잉
2209,9,10,(-5),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
2210,10,11,(+2),프로야구 H3,NCSOFT,스포츠
2211,11,12,(-),그랑사가,NPIXEL,롤플레잉
2212,12,13,(NEW),서머너즈 워: 백년전쟁,Com2uS,전략
2213,13,14,(-),삼국지 전략판,Qookka Games,전략
2214,14,15,(+4),전략적 팀 전투,"Riot Games, Inc",전략
2215,15,16,(-1),피파 모바일,NEXON Company,스포츠
2216,16,17,(-1),미르4,"Wemade Co., Ltd",롤플레잉
2217,17,18,(-8),DK모바일,NTRANCE Corp,롤플레잉
2218,18,19,(-1),V4,NEXON Company,롤플레잉
2219,19,20,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
2220,20,21,(+1),메이플스토리M,NEXON Company,롤플레잉
2221,21,22,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2222,22,23,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
2223,23,24,(-),좀비고등학교,AWESOMEPIECE,아케이드
2224,24,25,(-8),이카루스 이터널,LINE Games,롤플레잉
2225,25,26,(+2),스매시 레전드,LINE Games,액션
2226,26,27,(-1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
2227,27,28,(-3),포켓몬고,"Niantic, Inc.",어드벤처
2228,28,29,(-2),AFK 아레나,Lilith Games,롤플레잉
2229,29,30,(+1),삼국지혼,YOUZU(SINGAPORE)PTE.LTD.,카드
2230,30,31,(-2),R2M,Webzen Inc.,롤플레잉
2231,31,32,(+5),파이널삼국지2,Gamepub,롤플레잉
2232,32,33,(-3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
2233,33,34,(+1),블레이드&소울 레볼루션,Netmarble,롤플레잉
2234,34,35,(-3),라이즈 오브 킹덤즈,Lilith Games,전략
2235,35,36,(NEW),서머너즈 워: 천공의 아레나,Com2uS,롤플레잉
2236,36,37,(+3),카운터사이드,NEXON Company,롤플레잉
2237,37,38,(-5),A3: 스틸얼라이브,Netmarble,롤플레잉
2238,38,39,(-5),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
2239,39,40,(-4),배틀그라운드 모바일,PUBG CORPORATION,액션
2240,0,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2241,1,2,(-),ROBLOX,Roblox Corporation,어드벤처
2242,2,3,(-),세븐나이츠2,Netmarble,롤플레잉
2243,3,4,(-),데카론M,THUMBAGE,롤플레잉
2244,4,5,(-),리니지M,NCSOFT Corporation,롤플레잉
2245,5,6,(-),리니지2M,NCSOFT Corporation,롤플레잉
2246,6,7,(-),브롤스타즈,Supercell,액션
2247,7,8,(-),원신,miHoYo Limited,어드벤처
2248,8,9,(-),바람의나라 연,NEXON Company,롤플레잉
2249,9,10,(+3),서머너즈 워: 백년전쟁,Com2uS,전략
2250,10,11,(+4),전략적 팀 전투,"Riot Games, Inc",전략
2251,11,12,(-),그랑사가,NPIXEL,롤플레잉
2252,12,13,(+1),삼국지 전략판,Qookka Games,전략
2253,13,14,(+2),피파 모바일,NEXON Company,스포츠
2254,14,15,(-4),프로야구 H3,NCSOFT,스포츠
2255,15,16,(-6),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
2256,16,17,(-),미르4,"Wemade Co., Ltd",롤플레잉
2257,17,18,(+4),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2258,18,19,(-),V4,NEXON Company,롤플레잉
2259,19,20,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
2260,20,21,(-),메이플스토리M,NEXON Company,롤플레잉
2261,21,22,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
2262,22,23,(+1),좀비고등학교,AWESOMEPIECE,아케이드
2263,23,24,(+8),파이널삼국지2,Gamepub,롤플레잉
2264,24,25,(-7),DK모바일,NTRANCE Corp,롤플레잉
2265,25,26,(+2),포켓몬고,"Niantic, Inc.",어드벤처
2266,26,27,(-),슬램덩크,DeNA HONG KONG LIMITED,스포츠
2267,27,28,(+2),삼국지혼,YOUZU(SINGAPORE)PTE.LTD.,카드
2268,28,29,(-),AFK 아레나,Lilith Games,롤플레잉
2269,29,30,(+1),R2M,Webzen Inc.,롤플레잉
2270,30,31,(+3),블레이드&소울 레볼루션,Netmarble,롤플레잉
2271,31,32,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
2272,32,33,(+2),라이즈 오브 킹덤즈,Lilith Games,전략
2273,33,34,(+2),서머너즈 워: 천공의 아레나,Com2uS,롤플레잉
2274,34,35,(+2),카운터사이드,NEXON Company,롤플레잉
2275,35,36,(-10),스매시 레전드,LINE Games,액션
2276,36,37,(-12),이카루스 이터널,LINE Games,롤플레잉
2277,37,38,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
