,Unnamed: 0,week_num,rank,column-1 2,name,company,type
730,730,149,11,(-2),리니지2,㈜엔씨소프트,MMORPG
731,731,149,12,(-1),서든어택,㈜넥슨코리아,FPS
732,732,149,13,(-1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
733,733,149,14,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
734,734,149,15,(-),리니지,㈜엔씨소프트,MMORPG
735,735,149,16,(-),사이퍼즈,㈜넥슨코리아,액션
736,736,149,17,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
737,737,149,18,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
738,738,149,19,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
739,739,149,20,(-),검은사막,㈜펄어비스,MMORPG
740,740,148,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
741,741,148,2,(-),피파온라인4,㈜넥슨코리아,스포츠
742,742,148,3,(-),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
743,743,148,4,(-),메이플스토리,㈜넥슨코리아,MMORPG
744,744,148,5,(+1),카트라이더,㈜넥슨코리아,레이싱
745,745,148,6,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
746,746,148,7,(-2),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
747,747,148,8,(+2),패스 오브 엑자일,㈜카카오게임즈,ARPG
748,748,148,9,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
749,749,148,10,(-1),배틀그라운드,펍지주식회사,서바이벌 슈팅
750,750,148,11,(+2),마인크래프트,엑스박스 게임 스튜디오,샌드박스
751,751,148,12,(+2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
752,752,148,13,(-1),서든어택,㈜넥슨코리아,FPS
753,753,148,14,(-3),리니지2,㈜엔씨소프트,MMORPG
754,754,148,15,(-),리니지,㈜엔씨소프트,MMORPG
755,755,148,16,(-),사이퍼즈,㈜넥슨코리아,액션
756,756,148,17,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
757,757,148,18,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
758,758,148,19,(+1),검은사막,㈜펄어비스,MMORPG
759,759,148,20,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
760,760,147,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
761,761,147,2,(-),피파온라인4,㈜넥슨코리아,스포츠
762,762,147,3,(+1),메이플스토리,㈜넥슨코리아,MMORPG
763,763,147,4,(+4),패스 오브 엑자일,㈜카카오게임즈,ARPG
764,764,147,5,(-),카트라이더,㈜넥슨코리아,레이싱
765,765,147,6,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
766,766,147,7,(+2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
767,767,147,8,(-5),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
768,768,147,9,(+1),배틀그라운드,펍지주식회사,서바이벌 슈팅
769,769,147,10,(-3),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
770,770,147,11,(new),피파 20,일렉트로닉 아츠,스포츠
771,771,147,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
772,772,147,13,(-2),마인크래프트,엑스박스 게임 스튜디오,샌드박스
773,773,147,14,(-1),서든어택,㈜넥슨코리아,FPS
774,774,147,15,(-1),리니지2,㈜엔씨소프트,MMORPG
775,775,147,16,(-),사이퍼즈,㈜넥슨코리아,액션
776,776,147,17,(-2),리니지,㈜엔씨소프트,MMORPG
777,777,147,18,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
778,778,147,19,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
779,779,147,20,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
780,780,146,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
781,781,146,2,(-),피파온라인4,㈜넥슨코리아,스포츠
782,782,146,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
783,783,146,4,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
784,784,146,5,(-),카트라이더,㈜넥슨코리아,레이싱
785,785,146,6,(+5),피파 20,일렉트로닉 아츠,스포츠
786,786,146,7,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
787,787,146,8,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
788,788,146,9,(+3),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
789,789,146,10,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
790,790,146,11,(-2),배틀그라운드,펍지주식회사,서바이벌 슈팅
791,791,146,12,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
792,792,146,13,(+1),서든어택,㈜넥슨코리아,FPS
793,793,146,14,(-6),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
794,794,146,15,(+1),사이퍼즈,㈜넥슨코리아,액션
795,795,146,16,(+2),아키에이지,㈜엑스엘게임즈,판타지 RPG
796,796,146,17,(-),리니지,㈜엔씨소프트,MMORPG
797,797,146,18,(-3),리니지2,㈜엔씨소프트,MMORPG
798,798,146,19,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
799,799,146,20,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
800,800,145,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
801,801,145,2,(-),피파온라인4,㈜넥슨코리아,스포츠
802,802,145,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
803,803,145,4,(+1),카트라이더,㈜넥슨코리아,레이싱
804,804,145,5,(+3),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
805,805,145,6,(+4),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
806,806,145,7,(+2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
807,807,145,8,(-2),피파 20,일렉트로닉 아츠,스포츠
808,808,145,9,(+2),배틀그라운드,펍지주식회사,서바이벌 슈팅
809,809,145,10,(-3),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
810,810,145,11,(-7),패스 오브 엑자일,㈜카카오게임즈,ARPG
811,811,145,12,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
812,812,145,13,(+1),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
813,813,145,14,(-1),서든어택,㈜넥슨코리아,FPS
814,814,145,15,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
815,815,145,16,(-1),사이퍼즈,㈜넥슨코리아,액션
816,816,145,17,(-),리니지,㈜엔씨소프트,MMORPG
817,817,145,18,(-),리니지2,㈜엔씨소프트,MMORPG
818,818,145,19,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
819,819,145,20,(+2),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
820,820,144,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
821,821,144,2,(-),피파온라인4,㈜넥슨코리아,스포츠
822,822,144,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
823,823,144,4,(+5),배틀그라운드,펍지주식회사,서바이벌 슈팅
824,824,144,5,(-1),카트라이더,㈜넥슨코리아,레이싱
825,825,144,6,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
826,826,144,7,(-2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
827,827,144,8,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
828,828,144,9,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
829,829,144,10,(-2),피파 20,일렉트로닉 아츠,스포츠
830,830,144,11,(+2),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
831,831,144,12,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
832,832,144,13,(-2),패스 오브 엑자일,㈜카카오게임즈,ARPG
833,833,144,14,(-),서든어택,㈜넥슨코리아,FPS
834,834,144,15,(+2),리니지,㈜엔씨소프트,MMORPG
835,835,144,16,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
836,836,144,17,(-1),사이퍼즈,㈜넥슨코리아,액션
837,837,144,18,(-),리니지2,㈜엔씨소프트,MMORPG
838,838,144,19,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
839,839,144,20,(-),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
840,840,143,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
841,841,143,2,(-),피파온라인4,㈜넥슨코리아,스포츠
842,842,143,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
843,843,143,4,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
844,844,143,5,(+1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
845,845,143,6,(-1),카트라이더,㈜넥슨코리아,레이싱
846,846,143,7,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
847,847,143,8,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
848,848,143,9,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
849,849,143,10,(+2),마인크래프트,엑스박스 게임 스튜디오,샌드박스
850,850,143,11,(+3),서든어택,㈜넥슨코리아,FPS
851,851,143,12,(+3),리니지,㈜엔씨소프트,MMORPG
852,852,143,13,(+3),아키에이지,㈜엑스엘게임즈,판타지 RPG
853,853,143,14,(-3),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
854,854,143,15,(-2),패스 오브 엑자일,㈜카카오게임즈,ARPG
855,855,143,16,(-6),피파 20,일렉트로닉 아츠,스포츠
856,856,143,17,(-),사이퍼즈,㈜넥슨코리아,액션
857,857,143,18,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
858,858,143,19,(-1),리니지2,㈜엔씨소프트,MMORPG
859,859,143,20,(+1),검은사막,㈜펄어비스,MMORPG
860,860,142,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
861,861,142,2,(-),피파온라인4,㈜넥슨코리아,스포츠
862,862,142,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
863,863,142,4,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
864,864,142,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
865,865,142,6,(+3),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
866,866,142,7,(-1),카트라이더,㈜넥슨코리아,레이싱
867,867,142,8,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
868,868,142,9,(-2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
869,869,142,10,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
870,870,142,11,(+1),리니지,㈜엔씨소프트,MMORPG
871,871,142,12,(-1),서든어택,㈜넥슨코리아,FPS
872,872,142,13,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
873,873,142,14,(+4),블레이드앤소울,㈜엔씨소프트,MMORPG
874,874,142,15,(+2),사이퍼즈,㈜넥슨코리아,액션
875,875,142,16,(-2),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
876,876,142,17,(+2),리니지2,㈜엔씨소프트,MMORPG
877,877,142,18,(-3),패스 오브 엑자일,㈜카카오게임즈,ARPG
878,878,142,19,(NEW),콜 오브 듀티: 모던 워페어,"블리자드 엔터테인먼트, 액티비전",FPS
879,879,142,20,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
880,880,141,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
881,881,141,2,(+1),메이플스토리,㈜넥슨코리아,MMORPG
882,882,141,3,(-1),피파온라인4,㈜넥슨코리아,스포츠
883,883,141,4,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
884,884,141,5,(+2),카트라이더,㈜넥슨코리아,레이싱
885,885,141,6,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
886,886,141,7,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
887,887,141,8,(+3),리니지,㈜엔씨소프트,MMORPG
888,888,141,9,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
889,889,141,10,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
890,890,141,11,(-1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
891,891,141,12,(+4),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
892,892,141,13,(-1),서든어택,㈜넥슨코리아,FPS
893,893,141,14,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
894,894,141,15,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
895,895,141,16,(-1),사이퍼즈,㈜넥슨코리아,액션
896,896,141,17,(-),리니지2,㈜엔씨소프트,MMORPG
897,897,141,18,(NEW),레드 데드 리뎀션2,락스타 게임즈,오픈월드
898,898,141,19,(-),콜 오브 듀티: 모던 워페어,"블리자드 엔터테인먼트, 액티비전",FPS
899,899,141,20,(-2),패스 오브 엑자일,㈜카카오게임즈,ARPG
900,900,140,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
901,901,140,2,(+1),피파온라인4,㈜넥슨코리아,스포츠
902,902,140,3,(-1),메이플스토리,㈜넥슨코리아,MMORPG
903,903,140,4,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
904,904,140,5,(+1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
905,905,140,6,(-1),카트라이더,㈜넥슨코리아,레이싱
906,906,140,7,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
907,907,140,8,(-),리니지,㈜엔씨소프트,MMORPG
908,908,140,9,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
909,909,140,10,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
910,910,140,11,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
911,911,140,12,(+1),서든어택,㈜넥슨코리아,FPS
912,912,140,13,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
913,913,140,14,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
914,914,140,15,(+1),사이퍼즈,㈜넥슨코리아,액션
915,915,140,16,(+3),콜 오브 듀티: 모던 워페어,"블리자드 엔터테인먼트, 액티비전",FPS
916,916,140,17,(-5),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
917,917,140,18,(+2),패스 오브 엑자일,㈜카카오게임즈,ARPG
918,918,140,19,(-2),리니지2,"블리자드 엔터테인먼트, 액티비전",FPS
919,919,140,20,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
920,920,139,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
921,921,139,2,(-),피파온라인4,㈜넥슨코리아,스포츠
922,922,139,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
923,923,139,4,(+2),카트라이더,㈜넥슨코리아,레이싱
924,924,139,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
925,925,139,6,(-2),배틀그라운드,펍지주식회사,서바이벌 슈팅
926,926,139,7,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
927,927,139,8,(-),리니지,㈜엔씨소프트,MMORPG
928,928,139,9,(+3),서든어택,㈜넥슨코리아,FPS
929,929,139,10,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
930,930,139,11,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
931,931,139,12,(-2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
932,932,139,13,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
933,933,139,14,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
934,934,139,15,(-),사이퍼즈,㈜넥슨코리아,액션
935,935,139,16,(+5),검은사막,㈜펄어비스,MMORPG
936,936,139,17,(+1),패스 오브 엑자일,㈜카카오게임즈,ARPG
937,937,139,18,(-2),콜 오브 듀티: 모던 워페어,"블리자드 엔터테인먼트, 액티비전",FPS
938,938,139,19,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
939,939,139,20,(-1),리니지2,㈜엔씨소프트,MMORPG
940,940,138,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
941,941,138,2,(-),피파온라인4,㈜넥슨코리아,스포츠
942,942,138,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
943,943,138,4,(-),카트라이더,㈜넥슨코리아,레이싱
944,944,138,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
945,945,138,6,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
946,946,138,7,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
947,947,138,8,(+1),서든어택,㈜넥슨코리아,FPS
948,948,138,9,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
949,949,138,10,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
950,950,138,11,(-3),리니지,㈜엔씨소프트,MMORPG
951,951,138,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
952,952,138,13,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
953,953,138,14,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
954,954,138,15,(+1),검은사막,㈜펄어비스,MMORPG
955,955,138,16,(-1),사이퍼즈,㈜넥슨코리아,액션
956,956,138,17,(+3),리니지2,㈜엔씨소프트,MMORPG
957,957,138,18,(+4),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
958,958,138,19,(+2),테일즈런너,"블리자드 엔터테인먼트, 액티비전",FPS
959,959,138,20,(-3),패스 오브 엑자일,㈜카카오게임즈,ARPG
960,960,137,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
961,961,137,2,(-),피파온라인4,㈜넥슨코리아,스포츠
962,962,137,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
963,963,137,4,(+1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
964,964,137,5,(-1),카트라이더,㈜넥슨코리아,레이싱
965,965,137,6,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
966,966,137,7,(+1),서든어택,㈜넥슨코리아,FPS
967,967,137,8,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
968,968,137,9,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
969,969,137,10,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
970,970,137,11,(-),리니지,㈜엔씨소프트,MMORPG
971,971,137,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
972,972,137,13,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
973,973,137,14,(+1),검은사막,㈜펄어비스,MMORPG
974,974,137,15,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
975,975,137,16,(-),사이퍼즈,㈜넥슨코리아,액션
976,976,137,17,(-),리니지2,㈜엔씨소프트,MMORPG
977,977,137,18,(-),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
978,978,137,19,(-),테일즈런너,"블리자드 엔터테인먼트, 액티비전",FPS
979,979,137,20,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
980,980,136,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
981,981,136,2,(-),피파온라인4,㈜넥슨코리아,스포츠
982,982,136,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
983,983,136,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
984,984,136,5,(-),카트라이더,㈜넥슨코리아,레이싱
985,985,136,6,(+1),서든어택,㈜넥슨코리아,FPS
986,986,136,7,(+2),마인크래프트,엑스박스 게임 스튜디오,샌드박스
987,987,136,8,(+2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
988,988,136,9,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
989,989,136,10,(-4),배틀그라운드,펍지주식회사,서바이벌 슈팅
990,990,136,11,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
991,991,136,12,(-1),리니지,㈜엔씨소프트,MMORPG
992,992,136,13,(+7),패스 오브 엑자일,㈜카카오게임즈,ARPG
993,993,136,14,(-),검은사막,㈜펄어비스,MMORPG
994,994,136,15,(-2),아키에이지,㈜엑스엘게임즈,판타지 RPG
995,995,136,16,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
996,996,136,17,(-1),사이퍼즈,㈜넥슨코리아,액션
997,997,136,18,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
998,998,136,19,(-2),리니지2,"블리자드 엔터테인먼트, 액티비전",FPS
999,999,136,20,(-2),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
1000,1000,135,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1001,1001,135,2,(-),피파온라인4,㈜넥슨코리아,스포츠
1002,1002,135,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
1003,1003,135,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1004,1004,135,5,(-),카트라이더,㈜넥슨코리아,레이싱
1005,1005,135,6,(+4),배틀그라운드,펍지주식회사,서바이벌 슈팅
1006,1006,135,7,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1007,1007,135,8,(-1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1008,1008,135,9,(+2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1009,1009,135,10,(+3),패스 오브 엑자일,㈜카카오게임즈,ARPG
1010,1010,135,11,(-2),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1011,1011,135,12,(-6),서든어택,㈜넥슨코리아,FPS
1012,1012,135,13,(-1),리니지,㈜엔씨소프트,MMORPG
1013,1013,135,14,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
1014,1014,135,15,(-1),검은사막,㈜펄어비스,MMORPG
1015,1015,135,16,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1016,1016,135,17,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
1017,1017,135,18,(-1),사이퍼즈,㈜넥슨코리아,액션
1018,1018,135,19,(-),리니지2,"블리자드 엔터테인먼트, 액티비전",FPS
1019,1019,135,20,(-),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
1020,1020,134,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1021,1021,134,2,(-),피파온라인4,㈜넥슨코리아,스포츠
1022,1022,134,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
1023,1023,134,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1024,1024,134,5,(+1),배틀그라운드,펍지주식회사,서바이벌 슈팅
1025,1025,134,6,(-1),카트라이더,㈜넥슨코리아,레이싱
1026,1026,134,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1027,1027,134,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1028,1028,134,9,(+1),패스 오브 엑자일,㈜카카오게임즈,ARPG
1029,1029,134,10,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1030,1030,134,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1031,1031,134,12,(-),서든어택,㈜넥슨코리아,FPS
1032,1032,134,13,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
1033,1033,134,14,(+1),검은사막,㈜펄어비스,MMORPG
1034,1034,134,15,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
1035,1035,134,16,(-3),리니지,㈜엔씨소프트,MMORPG
1036,1036,134,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
1037,1037,134,18,(-),사이퍼즈,㈜넥슨코리아,액션
1038,1038,134,19,(+2),파이널 판타지 14,"블리자드 엔터테인먼트, 액티비전",FPS
1039,1039,134,20,(-),월드 오브 워크래프트,블리자드 엔터테인먼트,MMORPG
1040,1040,133,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1041,1041,133,2,(+1),메이플스토리,㈜넥슨코리아,MMORPG
1042,1042,133,3,(-1),피파온라인4,㈜넥슨코리아,스포츠
1043,1043,133,4,(+2),카트라이더,㈜넥슨코리아,레이싱
1044,1044,133,5,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1045,1045,133,6,(-1),배틀그라운드,펍지주식회사,서바이벌 슈팅
1046,1046,133,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1047,1047,133,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1048,1048,133,9,(+2),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1049,1049,133,10,(+2),서든어택,㈜넥슨코리아,FPS
1050,1050,133,11,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1051,1051,133,12,(-3),패스 오브 엑자일,㈜카카오게임즈,ARPG
1052,1052,133,13,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
1053,1053,133,14,(-),검은사막,㈜펄어비스,MMORPG
1054,1054,133,15,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1055,1055,133,16,(-),리니지,㈜엔씨소프트,MMORPG
1056,1056,133,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
1057,1057,133,18,(-),사이퍼즈,㈜넥슨코리아,액션
1058,1058,133,19,(+2),엘소드,"블리자드 엔터테인먼트, 액티비전",FPS
1059,1059,133,20,(+2),바람의나라,㈜넥슨코리아,MMORPG
1060,1060,132,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1061,1061,132,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1062,1062,132,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1063,1063,132,4,(+3),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1064,1064,132,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1065,1065,132,6,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1066,1066,132,7,(-3),카트라이더,㈜넥슨코리아,레이싱
1067,1067,132,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1068,1068,132,9,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1069,1069,132,10,(+3),아키에이지,㈜엑스엘게임즈,판타지 RPG
1070,1070,132,11,(-1),서든어택,㈜넥슨코리아,FPS
1071,1071,132,12,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1072,1072,132,13,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
1073,1073,132,14,(-),검은사막,㈜펄어비스,MMORPG
1074,1074,132,15,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
1075,1075,132,16,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
1076,1076,132,17,(+1),사이퍼즈,㈜넥슨코리아,액션
1077,1077,132,18,(-2),리니지,㈜엔씨소프트,MMORPG
1078,1078,132,19,(+3),더 위쳐,"블리자드 엔터테인먼트, 액티비전",FPS
1079,1079,132,20,(-),바람의나라,㈜넥슨코리아,MMORPG
1080,1080,131,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1081,1081,131,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
1082,1082,131,3,(-),피파온라인4,㈜넥슨코리아,스포츠
1083,1083,131,4,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
1084,1084,131,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
1085,1085,131,6,(-),배틀그라운드,펍지주식회사,서바이벌 슈팅
1086,1086,131,7,(-),카트라이더,㈜넥슨코리아,레이싱
1087,1087,131,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
1088,1088,131,9,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
1089,1089,131,10,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
1090,1090,131,11,(-),서든어택,㈜넥슨코리아,FPS
1091,1091,131,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
1092,1092,131,13,(+1),검은사막,㈜펄어비스,MMORPG
