,Unnamed: 0,week_num,rank,column-1 2,name,company,type
2006,2006,85,7,(-),카트라이더,㈜넥슨코리아,레이싱
2007,2007,85,8,(+1),서든어택,㈜넥슨코리아,FPS
2008,2008,85,9,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2009,2009,85,10,(+4),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2010,2010,85,11,(-3),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2011,2011,85,12,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2012,2012,85,13,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
2013,2013,85,14,(-1),리니지,㈜엔씨소프트,MMORPG
2014,2014,85,15,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
2015,2015,85,16,(-),사이퍼즈,㈜넥슨코리아,액션
2016,2016,85,17,(-),발로란트,라이엇 게임즈,FPS
2017,2017,85,18,(+2),테일즈런너,㈜스마일게이트메가포트,레이싱
2018,2018,85,19,(-),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
2019,2019,85,20,(-2),블레이드앤소울,㈜엔씨소프트,MMORPG
2020,2020,84,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2021,2021,84,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2022,2022,84,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2023,2023,84,4,(NEW),엘리온,(주)카카오게임즈,MMORPG
2024,2024,84,5,(-1),아이온,㈜엔씨소프트,MMORPG
2025,2025,84,6,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2026,2026,84,7,(-2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2027,2027,84,8,(-1),카트라이더,㈜넥슨코리아,레이싱
2028,2028,84,9,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2029,2029,84,10,(-2),서든어택,㈜넥슨코리아,FPS
2030,2030,84,11,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2031,2031,84,12,(-2),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2032,2032,84,13,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2033,2033,84,14,(-),리니지,㈜엔씨소프트,MMORPG
2034,2034,84,15,(-2),아키에이지,㈜엑스엘게임즈,판타지 RPG
2035,2035,84,16,(-1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
2036,2036,84,17,(-1),사이퍼즈,㈜넥슨코리아,액션
2037,2037,84,18,(-1),발로란트,라이엇 게임즈,FPS
2038,2038,84,19,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
2039,2039,84,20,(-1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
2040,2040,83,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2041,2041,83,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2042,2042,83,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2043,2043,83,4,(-),엘리온,(주)카카오게임즈,MMORPG
2044,2044,83,5,(-),아이온,㈜엔씨소프트,MMORPG
2045,2045,83,6,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2046,2046,83,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2047,2047,83,8,(-),카트라이더,㈜넥슨코리아,레이싱
2048,2048,83,9,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2049,2049,83,10,(-),서든어택,㈜넥슨코리아,FPS
2050,2050,83,11,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2051,2051,83,12,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2052,2052,83,13,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2053,2053,83,14,(-),리니지,㈜엔씨소프트,MMORPG
2054,2054,83,15,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
2055,2055,83,16,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
2056,2056,83,17,(-),사이퍼즈,㈜넥슨코리아,액션
2057,2057,83,18,(+1),테일즈런너,㈜스마일게이트메가포트,레이싱
2058,2058,83,19,(-1),발로란트,라이엇 게임즈,FPS
2059,2059,83,20,(+2),검은사막,㈜펄어비스,MMORPG
2060,2060,82,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2061,2061,82,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2062,2062,82,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2063,2063,82,4,(-),엘리온,(주)카카오게임즈,MMORPG
2064,2064,82,5,(-),아이온,㈜엔씨소프트,MMORPG
2065,2065,82,6,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2066,2066,82,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2067,2067,82,8,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2068,2068,82,9,(+1),서든어택,㈜넥슨코리아,FPS
2069,2069,82,10,(-2),카트라이더,㈜넥슨코리아,레이싱
2070,2070,82,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2071,2071,82,12,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2072,2072,82,13,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2073,2073,82,14,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
2074,2074,82,15,(+3),테일즈런너,㈜스마일게이트메가포트,레이싱
2075,2075,82,16,(-2),리니지,㈜엔씨소프트,MMORPG
2076,2076,82,17,(-),사이퍼즈,㈜넥슨코리아,액션
2077,2077,82,18,(+1),발로란트,라이엇 게임즈,FPS
2078,2078,82,19,(+1),검은사막,㈜펄어비스,MMORPG
2079,2079,82,20,(+1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
2080,2080,81,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2081,2081,81,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2082,2082,81,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2083,2083,81,4,(-),엘리온,(주)카카오게임즈,MMORPG
2084,2084,81,5,(-),아이온,㈜엔씨소프트,MMORPG
2085,2085,81,6,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2086,2086,81,7,(-1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2087,2087,81,8,(+1),서든어택,㈜넥슨코리아,FPS
2088,2088,81,9,(-1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2089,2089,81,10,(+2),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2090,2090,81,11,(-1),카트라이더,㈜넥슨코리아,레이싱
2091,2091,81,12,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2092,2092,81,13,(-2),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2093,2093,81,14,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
2094,2094,81,15,(+3),발로란트,라이엇 게임즈,FPS
2095,2095,81,16,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
2096,2096,81,17,(-),사이퍼즈,㈜넥슨코리아,액션
2097,2097,81,18,(-2),리니지,㈜엔씨소프트,MMORPG
2098,2098,81,19,(-),검은사막,㈜펄어비스,MMORPG
2099,2099,81,20,(+4),마비노기,㈜넥슨코리아,MMORPG
2100,2100,80,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2101,2101,80,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2102,2102,80,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2103,2103,80,4,(+1),아이온,㈜엔씨소프트,MMORPG
2104,2104,80,5,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2105,2105,80,6,(-2),엘리온,(주)카카오게임즈,MMORPG
2106,2106,80,7,(+1),서든어택,㈜넥슨코리아,FPS
2107,2107,80,8,(-1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2108,2108,80,9,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2109,2109,80,10,(+1),카트라이더,㈜넥슨코리아,레이싱
2110,2110,80,11,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2111,2111,80,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2112,2112,80,13,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2113,2113,80,14,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
2114,2114,80,15,(-),발로란트,라이엇 게임즈,FPS
2115,2115,80,16,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
2116,2116,80,17,(-),사이퍼즈,㈜넥슨코리아,액션
2117,2117,80,18,(+1),검은사막,㈜펄어비스,MMORPG
2118,2118,80,19,(-1),리니지,㈜엔씨소프트,MMORPG
2119,2119,80,20,(-),마비노기,㈜넥슨코리아,MMORPG
2120,2120,79,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2121,2121,79,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2122,2122,79,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2123,2123,79,4,(-),아이온,㈜엔씨소프트,MMORPG
2124,2124,79,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2125,2125,79,6,(+1),서든어택,㈜넥슨코리아,FPS
2126,2126,79,7,(+2),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2127,2127,79,8,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2128,2128,79,9,(+2),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2129,2129,79,10,(-),카트라이더,㈜넥슨코리아,레이싱
2130,2130,79,11,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2131,2131,79,12,(+2),아키에이지,㈜엑스엘게임즈,판타지 RPG
2132,2132,79,13,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2133,2133,79,14,(-8),엘리온,(주)카카오게임즈,MMORPG
2134,2134,79,15,(-),발로란트,라이엇 게임즈,FPS
2135,2135,79,16,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
2136,2136,79,17,(-),사이퍼즈,㈜넥슨코리아,액션
2137,2137,79,18,(+1),리니지,㈜엔씨소프트,MMORPG
2138,2138,79,19,(-1),검은사막,㈜펄어비스,MMORPG
2139,2139,79,20,(-),마비노기,㈜넥슨코리아,MMORPG
2140,2140,78,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2141,2141,78,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2142,2142,78,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2143,2143,78,4,(-),아이온,㈜엔씨소프트,MMORPG
2144,2144,78,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2145,2145,78,6,(-),서든어택,㈜넥슨코리아,FPS
2146,2146,78,7,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2147,2147,78,8,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2148,2148,78,9,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2149,2149,78,10,(-),카트라이더,㈜넥슨코리아,레이싱
2150,2150,78,11,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2151,2151,78,12,(+2),엘리온,(주)카카오게임즈,MMORPG
2152,2152,78,13,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
2153,2153,78,14,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2154,2154,78,15,(-),발로란트,라이엇 게임즈,FPS
2155,2155,78,16,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
2156,2156,78,17,(-),사이퍼즈,㈜넥슨코리아,액션
2157,2157,78,18,(-),리니지,㈜엔씨소프트,MMORPG
2158,2158,78,19,(+1),마비노기,㈜넥슨코리아,MMORPG
2159,2159,78,20,(-1),검은사막,㈜펄어비스,MMORPG
2160,2160,77,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2161,2161,77,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2162,2162,77,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2163,2163,77,4,(-),아이온,㈜엔씨소프트,MMORPG
2164,2164,77,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2165,2165,77,6,(-),서든어택,㈜넥슨코리아,FPS
2166,2166,77,7,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2167,2167,77,8,(+1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2168,2168,77,9,(-1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2169,2169,77,10,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2170,2170,77,11,(-1),카트라이더,㈜넥슨코리아,레이싱
2171,2171,77,12,(-),엘리온,(주)카카오게임즈,MMORPG
2172,2172,77,13,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
2173,2173,77,14,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2174,2174,77,15,(-),발로란트,라이엇 게임즈,FPS
2175,2175,77,16,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
2176,2176,77,17,(+1),리니지,㈜엔씨소프트,MMORPG
2177,2177,77,18,(-1),사이퍼즈,㈜넥슨코리아,액션
2178,2178,77,19,(+2),패스 오브 엑자일,㈜카카오게임즈,ARPG
2179,2179,77,20,(-),검은사막,㈜펄어비스,MMORPG
2180,2180,76,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2181,2181,76,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2182,2182,76,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2183,2183,76,4,(-),아이온,㈜엔씨소프트,MMORPG
2184,2184,76,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2185,2185,76,6,(-),서든어택,㈜넥슨코리아,FPS
2186,2186,76,7,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2187,2187,76,8,(+1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2188,2188,76,9,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2189,2189,76,10,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2190,2190,76,11,(-),카트라이더,㈜넥슨코리아,레이싱
2191,2191,76,12,(-),엘리온,(주)카카오게임즈,MMORPG
2192,2192,76,13,(+2),발로란트,라이엇 게임즈,FPS
2193,2193,76,14,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2194,2194,76,15,(-2),아키에이지,㈜엑스엘게임즈,판타지 RPG
2195,2195,76,16,(+1),리니지,㈜엔씨소프트,MMORPG
2196,2196,76,17,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
2197,2197,76,18,(-),사이퍼즈,㈜넥슨코리아,액션
2198,2198,76,19,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
2199,2199,76,20,(+3),블레이드앤소울,㈜엔씨소프트,MMORPG
2200,2200,75,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2201,2201,75,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2202,2202,75,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2203,2203,75,4,(-),아이온,㈜엔씨소프트,MMORPG
2204,2204,75,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2205,2205,75,6,(+4),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2206,2206,75,7,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2207,2207,75,8,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2208,2208,75,9,(-3),서든어택,㈜넥슨코리아,FPS
2209,2209,75,10,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2210,2210,75,11,(-),카트라이더,㈜넥슨코리아,레이싱
2211,2211,75,12,(-),엘리온,(주)카카오게임즈,MMORPG
2212,2212,75,13,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2213,2213,75,14,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
2214,2214,75,15,(-2),발로란트,라이엇 게임즈,FPS
2215,2215,75,16,(-),리니지,㈜엔씨소프트,MMORPG
2216,2216,75,17,(+1),사이퍼즈,㈜넥슨코리아,액션
2217,2217,75,18,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
2218,2218,75,19,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
2219,2219,75,20,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
2220,2220,74,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2221,2221,74,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2222,2222,74,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2223,2223,74,4,(-),아이온,㈜엔씨소프트,MMORPG
2224,2224,74,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2225,2225,74,6,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2226,2226,74,7,(+1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2227,2227,74,8,(-1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2228,2228,74,9,(-),서든어택,㈜넥슨코리아,FPS
2229,2229,74,10,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2230,2230,74,11,(-),카트라이더,㈜넥슨코리아,레이싱
2231,2231,74,12,(-),엘리온,(주)카카오게임즈,MMORPG
2232,2232,74,13,(+2),발로란트,라이엇 게임즈,FPS
2233,2233,74,14,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2234,2234,74,15,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
2235,2235,74,16,(-),리니지,㈜엔씨소프트,MMORPG
2236,2236,74,17,(-),사이퍼즈,㈜넥슨코리아,액션
2237,2237,74,18,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
2238,2238,74,19,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
2239,2239,74,20,(+1),마비노기,㈜넥슨코리아,MMORPG
2240,2240,73,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
2241,2241,73,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2242,2242,73,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
2243,2243,73,4,(-),아이온,㈜엔씨소프트,MMORPG
2244,2244,73,5,(+5),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
2245,2245,73,6,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
2246,2246,73,7,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
2247,2247,73,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
2248,2248,73,9,(-),서든어택,㈜넥슨코리아,FPS
2249,2249,73,10,(-4),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
2250,2250,73,11,(-),카트라이더,㈜넥슨코리아,레이싱
2251,2251,73,12,(-),엘리온,(주)카카오게임즈,MMORPG
2252,2252,73,13,(-),발로란트,라이엇 게임즈,FPS
2253,2253,73,14,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
2254,2254,73,15,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
2255,2255,73,16,(-),리니지,㈜엔씨소프트,MMORPG
2256,2256,73,17,(-),사이퍼즈,㈜넥슨코리아,액션
2257,2257,73,18,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
2258,2258,73,19,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
