,week_num,level_0,rank,change,name,service,genre
900,140,900,1,(+1),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
901,140,901,2,(-1),그랑사가,NPIXEL,롤플레잉
902,140,902,3,(-),리니지M,NCSOFT Corporation,롤플레잉
903,140,903,4,(+1),ROBLOX,Roblox Corporation,어드벤처
904,140,904,5,(-1),세븐나이츠2,Netmarble,롤플레잉
905,140,905,6,(-),바람의나라 연,NEXON Company,롤플레잉
906,140,906,7,(-),원신,miHoYo Limited,어드벤처
907,140,907,8,(-),미르4,"Wemade Co., Ltd",롤플레잉
908,140,908,9,(+2),브롤스타즈,Supercell,액션
909,140,909,10,(-),리니지2M,NCSOFT Corporation,롤플레잉
910,140,910,11,(-2),메이플스토리M,NEXON Company,롤플레잉
911,140,911,12,(+3),피파 모바일,NEXON Company,스포츠
912,140,912,13,(+1),어비스(abyss),StairGames Inc.,롤플레잉
913,140,913,14,(-2),포켓몬고,"Niantic, Inc.",어드벤처
914,140,914,15,(-2),전략적 팀 전투,"Riot Games, Inc",전략
915,140,915,16,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
916,140,916,17,(+2),좀비고등학교,AWESOMEPIECE,아케이드
917,140,917,18,(-),V4,NEXON Company,롤플레잉
918,140,918,19,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
919,140,919,20,(+2),소울워커 아카데미아,YJM Games,롤플레잉
920,139,920,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
921,139,921,2,(-),그랑사가,NPIXEL,롤플레잉
922,139,922,3,(+1),ROBLOX,Roblox Corporation,어드벤처
923,139,923,4,(+1),세븐나이츠2,Netmarble,롤플레잉
924,139,924,5,(-2),리니지M,NCSOFT Corporation,롤플레잉
925,139,925,6,(-),바람의나라 연,NEXON Company,롤플레잉
926,139,926,7,(-),원신,miHoYo Limited,어드벤처
927,139,927,8,(-),미르4,"Wemade Co., Ltd",롤플레잉
928,139,928,9,(-),브롤스타즈,Supercell,액션
929,139,929,10,(-),리니지2M,NCSOFT Corporation,롤플레잉
930,139,930,11,(+1),피파 모바일,NEXON Company,스포츠
931,139,931,12,(-1),메이플스토리M,NEXON Company,롤플레잉
932,139,932,13,(+1),포켓몬고,"Niantic, Inc.",어드벤처
933,139,933,14,(+5),검은사막 모바일,PEARL ABYSS,롤플레잉
934,139,934,15,(-),전략적 팀 전투,"Riot Games, Inc",전략
935,139,935,16,(+1),좀비고등학교,AWESOMEPIECE,아케이드
936,139,936,17,(+1),V4,NEXON Company,롤플레잉
937,139,937,18,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
938,139,938,19,(+2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
939,139,939,20,(+2),카운터사이드,NEXON Company,롤플레잉
940,138,940,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
941,138,941,2,(+1),ROBLOX,Roblox Corporation,어드벤처
942,138,942,3,(-1),그랑사가,NPIXEL,롤플레잉
943,138,943,4,(-),세븐나이츠2,Netmarble,롤플레잉
944,138,944,5,(-),리니지M,NCSOFT Corporation,롤플레잉
945,138,945,6,(+1),원신,miHoYo Limited,어드벤처
946,138,946,7,(-1),바람의나라 연,NEXON Company,롤플레잉
947,138,947,8,(+1),브롤스타즈,Supercell,액션
948,138,948,9,(+1),리니지2M,NCSOFT Corporation,롤플레잉
949,138,949,10,(-2),미르4,"Wemade Co., Ltd",롤플레잉
950,138,950,11,(-),피파 모바일,NEXON Company,스포츠
951,138,951,12,(-),메이플스토리M,NEXON Company,롤플레잉
952,138,952,13,(+8),삼국지 전략판,Qookka Games,전략
953,138,953,14,(-1),포켓몬고,"Niantic, Inc.",어드벤처
954,138,954,15,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
955,138,955,16,(+1),V4,NEXON Company,롤플레잉
956,138,956,17,(-1),좀비고등학교,AWESOMEPIECE,아케이드
957,138,957,18,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
958,138,958,19,(-4),전략적 팀 전투,"Riot Games, Inc",전략
959,138,959,20,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
960,137,960,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
961,137,961,2,(-),ROBLOX,Roblox Corporation,어드벤처
962,137,962,3,(-),그랑사가,NPIXEL,롤플레잉
963,137,963,4,(-),세븐나이츠2,Netmarble,롤플레잉
964,137,964,5,(+1),원신,miHoYo Limited,어드벤처
965,137,965,6,(+1),바람의나라 연,NEXON Company,롤플레잉
966,137,966,7,(-2),리니지M,NCSOFT Corporation,롤플레잉
967,137,967,8,(-),브롤스타즈,Supercell,액션
968,137,968,9,(-),리니지2M,NCSOFT Corporation,롤플레잉
969,137,969,10,(-),미르4,"Wemade Co., Ltd",롤플레잉
970,137,970,11,(+2),삼국지 전략판,Qookka Games,전략
971,137,971,12,(+4),V4,NEXON Company,롤플레잉
972,137,972,13,(+1),포켓몬고,"Niantic, Inc.",어드벤처
973,137,973,14,(-3),피파 모바일,NEXON Company,스포츠
974,137,974,15,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
975,137,975,16,(-4),메이플스토리M,NEXON Company,롤플레잉
976,137,976,17,(+2),전략적 팀 전투,"Riot Games, Inc",전략
977,137,977,18,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
978,137,978,19,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
979,137,979,20,(-3),좀비고등학교,AWESOMEPIECE,아케이드
980,136,980,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
981,136,981,2,(-),ROBLOX,Roblox Corporation,어드벤처
982,136,982,3,(-),그랑사가,NPIXEL,롤플레잉
983,136,983,4,(-),세븐나이츠2,Netmarble,롤플레잉
984,136,984,5,(+1),바람의나라 연,NEXON Company,롤플레잉
985,136,985,6,(-1),원신,miHoYo Limited,어드벤처
986,136,986,7,(+1),브롤스타즈,Supercell,액션
987,136,987,8,(-1),리니지M,NCSOFT Corporation,롤플레잉
988,136,988,9,(+2),삼국지 전략판,Qookka Games,전략
989,136,989,10,(-1),리니지2M,NCSOFT Corporation,롤플레잉
990,136,990,11,(-1),미르4,"Wemade Co., Ltd",롤플레잉
991,136,991,12,(-),V4,NEXON Company,롤플레잉
992,136,992,13,(NEW),이카루스 이터널,LINE Games,롤플레잉
993,136,993,14,(-1),포켓몬고,"Niantic, Inc.",어드벤처
994,136,994,15,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
995,136,995,16,(-),메이플스토리M,NEXON Company,롤플레잉
996,136,996,17,(+1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
997,136,997,18,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
998,136,998,19,(+1),좀비고등학교,AWESOMEPIECE,아케이드
999,136,999,20,(+1),아르카나 택틱스,GAMEVIL,롤플레잉
1000,135,1000,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1001,135,1001,2,(-),ROBLOX,Roblox Corporation,어드벤처
1002,135,1002,3,(-),그랑사가,NPIXEL,롤플레잉
1003,135,1003,4,(+4),리니지M,NCSOFT Corporation,롤플레잉
1004,135,1004,5,(-),바람의나라 연,NEXON Company,롤플레잉
1005,135,1005,6,(-2),세븐나이츠2,Netmarble,롤플레잉
1006,135,1006,7,(-1),원신,miHoYo Limited,어드벤처
1007,135,1007,8,(-1),브롤스타즈,Supercell,액션
1008,135,1008,9,(-),삼국지 전략판,Qookka Games,전략
1009,135,1009,10,(+3),이카루스 이터널,LINE Games,롤플레잉
1010,135,1010,11,(-1),리니지2M,NCSOFT Corporation,롤플레잉
1011,135,1011,12,(-1),미르4,"Wemade Co., Ltd",롤플레잉
1012,135,1012,13,(-1),V4,NEXON Company,롤플레잉
1013,135,1013,14,(NEW),원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉
1014,135,1014,15,(+1),메이플스토리M,NEXON Company,롤플레잉
1015,135,1015,16,(-2),포켓몬고,"Niantic, Inc.",어드벤처
1016,135,1016,17,(NEW),DK모바일,NTRANCE Corp,롤플레잉
1017,135,1017,18,(-3),검은사막 모바일,PEARL ABYSS,롤플레잉
1018,135,1018,19,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1019,135,1019,20,(-),아르카나 택틱스,GAMEVIL,롤플레잉
1020,134,1020,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1021,134,1021,2,(-),ROBLOX,Roblox Corporation,어드벤처
1022,134,1022,3,(+1),리니지M,NCSOFT Corporation,롤플레잉
1023,134,1023,4,(NEW),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
1024,134,1024,5,(-2),그랑사가,NPIXEL,롤플레잉
1025,134,1025,6,(-1),바람의나라 연,NEXON Company,롤플레잉
1026,134,1026,7,(-1),세븐나이츠2,Netmarble,롤플레잉
1027,134,1027,8,(-),브롤스타즈,Supercell,액션
1028,134,1028,9,(-2),원신,miHoYo Limited,어드벤처
1029,134,1029,10,(-),이카루스 이터널,LINE Games,롤플레잉
1030,134,1030,11,(-),리니지2M,NCSOFT Corporation,롤플레잉
1031,134,1031,12,(+5),DK모바일,NTRANCE Corp,롤플레잉
1032,134,1032,13,(-4),삼국지 전략판,Qookka Games,전략
1033,134,1033,14,(-1),V4,NEXON Company,롤플레잉
1034,134,1034,15,(-3),미르4,"Wemade Co., Ltd",롤플레잉
1035,134,1035,16,(-2),원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉
1036,134,1036,17,(-2),메이플스토리M,NEXON Company,롤플레잉
1037,134,1037,18,(+2),아르카나 택틱스,GAMEVIL,롤플레잉
1038,134,1038,19,(-3),포켓몬고,"Niantic, Inc.",어드벤처
1039,134,1039,20,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1040,133,1040,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1041,133,1041,2,(-),ROBLOX,Roblox Corporation,어드벤처
1042,133,1042,3,(-),리니지M,NCSOFT Corporation,롤플레잉
1043,133,1043,4,(+3),세븐나이츠2,Netmarble,롤플레잉
1044,133,1044,5,(-1),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
1045,133,1045,6,(-),바람의나라 연,NEXON Company,롤플레잉
1046,133,1046,7,(-2),그랑사가,NPIXEL,롤플레잉
1047,133,1047,8,(-),브롤스타즈,Supercell,액션
1048,133,1048,9,(+1),이카루스 이터널,LINE Games,롤플레잉
1049,133,1049,10,(+2),DK모바일,NTRANCE Corp,롤플레잉
1050,133,1050,11,(-),리니지2M,NCSOFT Corporation,롤플레잉
1051,133,1051,12,(-3),원신,miHoYo Limited,어드벤처
1052,133,1052,13,(-),삼국지 전략판,Qookka Games,전략
1053,133,1053,14,(+1),미르4,"Wemade Co., Ltd",롤플레잉
1054,133,1054,15,(+1),원펀맨: 최강의 남자,GAMENOW TECHNOLOGY,롤플레잉
1055,133,1055,16,(-2),V4,NEXON Company,롤플레잉
1056,133,1056,17,(NEW),프로야구 H3,NCSOFT,스포츠
1057,133,1057,18,(+5),검은사막 모바일,PEARL ABYSS,롤플레잉
1058,133,1058,19,(-2),메이플스토리M,NEXON Company,롤플레잉
1059,133,1059,20,(+1),전략적 팀 전투,"Riot Games, Inc",전략
1060,132,1060,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1061,132,1061,2,(-),ROBLOX,Roblox Corporation,어드벤처
1062,132,1062,3,(-),리니지M,NCSOFT Corporation,롤플레잉
1063,132,1063,4,(+1),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
1064,132,1064,5,(-1),세븐나이츠2,Netmarble,롤플레잉
1065,132,1065,6,(NEW),데카론M,THUMBAGE,롤플레잉
1066,132,1066,7,(-1),바람의나라 연,NEXON Company,롤플레잉
1067,132,1067,8,(+3),리니지2M,NCSOFT Corporation,롤플레잉
1068,132,1068,9,(-1),브롤스타즈,Supercell,액션
1069,132,1069,10,(-3),그랑사가,NPIXEL,롤플레잉
1070,132,1070,11,(-1),DK모바일,NTRANCE Corp,롤플레잉
1071,132,1071,12,(-),원신,miHoYo Limited,어드벤처
1072,132,1072,13,(-),삼국지 전략판,Qookka Games,전략
1073,132,1073,14,(-5),이카루스 이터널,LINE Games,롤플레잉
1074,132,1074,15,(+2),프로야구 H3,NCSOFT,스포츠
1075,132,1075,16,(-2),미르4,"Wemade Co., Ltd",롤플레잉
1076,132,1076,17,(+7),피파 모바일,NEXON Company,스포츠
1077,132,1077,18,(-2),V4,NEXON Company,롤플레잉
1078,132,1078,19,(+4),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1079,132,1079,20,(-),전략적 팀 전투,"Riot Games, Inc",전략
1080,131,1080,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1081,131,1081,2,(-),ROBLOX,Roblox Corporation,어드벤처
1082,131,1082,3,(-),리니지M,NCSOFT Corporation,롤플레잉
1083,131,1083,4,(+1),세븐나이츠2,Netmarble,롤플레잉
1084,131,1084,5,(-1),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
1085,131,1085,6,(-),데카론M,THUMBAGE,롤플레잉
1086,131,1086,7,(+1),리니지2M,NCSOFT Corporation,롤플레잉
1087,131,1087,8,(+1),브롤스타즈,Supercell,액션
1088,131,1088,9,(-2),바람의나라 연,NEXON Company,롤플레잉
1089,131,1089,10,(+1),DK모바일,NTRANCE Corp,롤플레잉
1090,131,1090,11,(+1),원신,miHoYo Limited,어드벤처
1091,131,1091,12,(-2),그랑사가,NPIXEL,롤플레잉
1092,131,1092,13,(+2),프로야구 H3,NCSOFT,스포츠
1093,131,1093,14,(-1),삼국지 전략판,Qookka Games,전략
1094,131,1094,15,(+2),피파 모바일,NEXON Company,스포츠
1095,131,1095,16,(-),미르4,"Wemade Co., Ltd",롤플레잉
1096,131,1096,17,(-3),이카루스 이터널,LINE Games,롤플레잉
1097,131,1097,18,(-),V4,NEXON Company,롤플레잉
1098,131,1098,19,(+1),전략적 팀 전투,"Riot Games, Inc",전략
1099,131,1099,20,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
1100,130,1100,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1101,130,1101,2,(-),ROBLOX,Roblox Corporation,어드벤처
1102,130,1102,3,(+1),세븐나이츠2,Netmarble,롤플레잉
1103,130,1103,4,(+2),데카론M,THUMBAGE,롤플레잉
1104,130,1104,5,(-2),리니지M,NCSOFT Corporation,롤플레잉
1105,130,1105,6,(+1),리니지2M,NCSOFT Corporation,롤플레잉
1106,130,1106,7,(+1),브롤스타즈,Supercell,액션
1107,130,1107,8,(+3),원신,miHoYo Limited,어드벤처
1108,130,1108,9,(-),바람의나라 연,NEXON Company,롤플레잉
1109,130,1109,10,(-5),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
1110,130,1110,11,(+2),프로야구 H3,NCSOFT,스포츠
1111,130,1111,12,(-),그랑사가,NPIXEL,롤플레잉
1112,130,1112,13,(NEW),서머너즈 워: 백년전쟁,Com2uS,전략
1113,130,1113,14,(-),삼국지 전략판,Qookka Games,전략
1114,130,1114,15,(+4),전략적 팀 전투,"Riot Games, Inc",전략
1115,130,1115,16,(-1),피파 모바일,NEXON Company,스포츠
1116,130,1116,17,(-1),미르4,"Wemade Co., Ltd",롤플레잉
1117,130,1117,18,(-8),DK모바일,NTRANCE Corp,롤플레잉
1118,130,1118,19,(-1),V4,NEXON Company,롤플레잉
1119,130,1119,20,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
1120,129,1120,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1121,129,1121,2,(-),ROBLOX,Roblox Corporation,어드벤처
1122,129,1122,3,(-),세븐나이츠2,Netmarble,롤플레잉
1123,129,1123,4,(-),데카론M,THUMBAGE,롤플레잉
1124,129,1124,5,(-),리니지M,NCSOFT Corporation,롤플레잉
1125,129,1125,6,(-),리니지2M,NCSOFT Corporation,롤플레잉
1126,129,1126,7,(-),브롤스타즈,Supercell,액션
1127,129,1127,8,(-),원신,miHoYo Limited,어드벤처
1128,129,1128,9,(-),바람의나라 연,NEXON Company,롤플레잉
1129,129,1129,10,(+3),서머너즈 워: 백년전쟁,Com2uS,전략
1130,129,1130,11,(+4),전략적 팀 전투,"Riot Games, Inc",전략
1131,129,1131,12,(-),그랑사가,NPIXEL,롤플레잉
1132,129,1132,13,(+1),삼국지 전략판,Qookka Games,전략
1133,129,1133,14,(+2),피파 모바일,NEXON Company,스포츠
1134,129,1134,15,(-4),프로야구 H3,NCSOFT,스포츠
1135,129,1135,16,(-6),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
1136,129,1136,17,(-),미르4,"Wemade Co., Ltd",롤플레잉
1137,129,1137,18,(+4),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1138,129,1138,19,(-),V4,NEXON Company,롤플레잉
1139,129,1139,20,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
1140,128,1140,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1141,128,1141,2,(-),ROBLOX,Roblox Corporation,어드벤처
1142,128,1142,3,(-),세븐나이츠2,Netmarble,롤플레잉
1143,128,1143,4,(-),데카론M,THUMBAGE,롤플레잉
1144,128,1144,5,(+1),리니지2M,NCSOFT Corporation,롤플레잉
1145,128,1145,6,(-1),리니지M,NCSOFT Corporation,롤플레잉
1146,128,1146,7,(-),브롤스타즈,Supercell,액션
1147,128,1147,8,(-),원신,miHoYo Limited,어드벤처
1148,128,1148,9,(-),바람의나라 연,NEXON Company,롤플레잉
1149,128,1149,10,(+1),전략적 팀 전투,"Riot Games, Inc",전략
1150,128,1150,11,(-1),서머너즈 워: 백년전쟁,Com2uS,전략
1151,128,1151,12,(-),그랑사가,NPIXEL,롤플레잉
1152,128,1152,13,(-),삼국지 전략판,Qookka Games,전략
1153,128,1153,14,(+4),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1154,128,1154,15,(+2),미르4,"Wemade Co., Ltd",롤플레잉
1155,128,1155,16,(+3),V4,NEXON Company,롤플레잉
1156,128,1156,17,(-2),프로야구 H3,NCSOFT,스포츠
1157,128,1157,18,(-4),피파 모바일,NEXON Company,스포츠
1158,128,1158,19,(+4),좀비고등학교,AWESOMEPIECE,아케이드
1159,128,1159,20,(-4),동물의 숲 포켓 캠프,"Nintendo Co., Ltd.",시뮬레이션
1160,127,1160,1,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1161,127,1161,2,(NEW),트릭스터M,NCSOFT,롤플레잉
1162,127,1162,3,(-1),ROBLOX,Roblox Corporation,어드벤처
1163,127,1163,4,(-1),세븐나이츠2,Netmarble,롤플레잉
1164,127,1164,5,(+1),리니지M,NCSOFT Corporation,롤플레잉
1165,127,1165,6,(+2),원신,miHoYo Limited,어드벤처
1166,127,1166,7,(-),브롤스타즈,Supercell,액션
1167,127,1167,8,(+1),바람의나라 연,NEXON Company,롤플레잉
1168,127,1168,9,(-4),리니지2M,NCSOFT Corporation,롤플레잉
1169,127,1169,10,(-),전략적 팀 전투,"Riot Games, Inc",전략
1170,127,1170,11,(-7),데카론M,THUMBAGE,롤플레잉
1171,127,1171,12,(-1),서머너즈 워: 백년전쟁,Com2uS,전략
1172,127,1172,13,(-1),그랑사가,NPIXEL,롤플레잉
1173,127,1173,14,(-1),삼국지 전략판,Qookka Games,전략
1174,127,1174,15,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1175,127,1175,16,(-1),미르4,"Wemade Co., Ltd",롤플레잉
1176,127,1176,17,(-1),V4,NEXON Company,롤플레잉
1177,127,1177,18,(+7),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
1178,127,1178,19,(-2),프로야구 H3,NCSOFT,스포츠
1179,127,1179,20,(-2),피파 모바일,NEXON Company,스포츠
1180,126,1180,1,(+1),트릭스터M,NCSOFT,롤플레잉
1181,126,1181,2,(-1),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1182,126,1182,3,(-),ROBLOX,Roblox Corporation,어드벤처
1183,126,1183,4,(+4),바람의나라 연,NEXON Company,롤플레잉
1184,126,1184,5,(-1),세븐나이츠2,Netmarble,롤플레잉
1185,126,1185,6,(-),원신,miHoYo Limited,어드벤처
1186,126,1186,7,(-2),리니지M,NCSOFT Corporation,롤플레잉
1187,126,1187,8,(-1),브롤스타즈,Supercell,액션
1188,126,1188,9,(-),리니지2M,NCSOFT Corporation,롤플레잉
1189,126,1189,10,(-),전략적 팀 전투,"Riot Games, Inc",전략
1190,126,1190,11,(+2),그랑사가,NPIXEL,롤플레잉
1191,126,1191,12,(NEW),파이널기어,BILIBILI,액션
1192,126,1192,13,(+3),미르4,"Wemade Co., Ltd",롤플레잉
1193,126,1193,14,(-),삼국지 전략판,Qookka Games,전략
1194,126,1194,15,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1195,126,1195,16,(+1),V4,NEXON Company,롤플레잉
1196,126,1196,17,(-6),데카론M,THUMBAGE,롤플레잉
1197,126,1197,18,(+2),피파 모바일,NEXON Company,스포츠
1198,126,1198,19,(+8),소녀X헌터,한국신스타임즈,롤플레잉
1199,126,1199,20,(-2),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
1200,125,1200,1,(-),트릭스터M,NCSOFT,롤플레잉
1201,125,1201,2,(+1),ROBLOX,Roblox Corporation,어드벤처
1202,125,1202,3,(-1),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1203,125,1203,4,(-),바람의나라 연,NEXON Company,롤플레잉
1204,125,1204,5,(-),세븐나이츠2,Netmarble,롤플레잉
1205,125,1205,6,(+1),리니지M,NCSOFT Corporation,롤플레잉
1206,125,1206,7,(-1),원신,miHoYo Limited,어드벤처
1207,125,1207,8,(-),브롤스타즈,Supercell,액션
1208,125,1208,9,(+3),파이널기어,BILIBILI,액션
1209,125,1209,10,(-3),리니지2M,NCSOFT Corporation,롤플레잉
1210,125,1210,11,(-1),전략적 팀 전투,"Riot Games, Inc",전략
1211,125,1211,12,(+1),미르4,"Wemade Co., Ltd",롤플레잉
1212,125,1212,13,(-2),그랑사가,NPIXEL,롤플레잉
1213,125,1213,14,(-),삼국지 전략판,Qookka Games,전략
1214,125,1214,15,(+1),V4,NEXON Company,롤플레잉
1215,125,1215,16,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1216,125,1216,17,(+3),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
1217,125,1217,18,(+10),슈퍼스트링 with NAVER WEBTOON,FACTORIAL GAMES,롤플레잉
1218,125,1218,19,(-2),데카론M,THUMBAGE,롤플레잉
1219,125,1219,20,(-2),피파 모바일,NEXON Company,스포츠
1220,124,1220,1,(NEW),제2의 나라,Netmarble,롤플레잉
1221,124,1221,2,(-1),트릭스터M,NCSOFT,롤플레잉
1222,124,1222,3,(-1),ROBLOX,Roblox Corporation,어드벤처
1223,124,1223,4,(-1),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1224,124,1224,5,(-1),바람의나라 연,NEXON Company,롤플레잉
1225,124,1225,6,(-1),세븐나이츠2,Netmarble,롤플레잉
1226,124,1226,7,(-1),리니지M,NCSOFT Corporation,롤플레잉
1227,124,1227,8,(-1),원신,miHoYo Limited,어드벤처
1228,124,1228,9,(-),파이널기어,BILIBILI,액션
1229,124,1229,10,(-2),브롤스타즈,Supercell,액션
1230,124,1230,11,(-1),리니지2M,NCSOFT Corporation,롤플레잉
1231,124,1231,12,(-),미르4,"Wemade Co., Ltd",롤플레잉
1232,124,1232,13,(-),그랑사가,NPIXEL,롤플레잉
1233,124,1233,14,(-3),전략적 팀 전투,"Riot Games, Inc",전략
1234,124,1234,15,(-1),삼국지 전략판,Qookka Games,전략
1235,124,1235,16,(+4),피파 모바일,NEXON Company,스포츠
1236,124,1236,17,(-2),V4,NEXON Company,롤플레잉
1237,124,1237,18,(-),슈퍼스트링 with NAVER WEBTOON,FACTORIAL GAMES,롤플레잉
1238,124,1238,19,(-3),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1239,124,1239,20,(+1),소녀X헌터,한국신스타임즈,롤플레잉
1240,123,1240,1,(-),제2의 나라,Netmarble,롤플레잉
1241,123,1241,2,(+1),ROBLOX,Roblox Corporation,어드벤처
1242,123,1242,3,(-1),트릭스터M,NCSOFT,롤플레잉
1243,123,1243,4,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1244,123,1244,5,(-),바람의나라 연,NEXON Company,롤플레잉
1245,123,1245,6,(+1),리니지M,NCSOFT Corporation,롤플레잉
1246,123,1246,7,(-1),세븐나이츠2,Netmarble,롤플레잉
1247,123,1247,8,(-),원신,miHoYo Limited,어드벤처
1248,123,1248,9,(-),파이널기어,BILIBILI,액션
1249,123,1249,10,(-),브롤스타즈,Supercell,액션
1250,123,1250,11,(NEW),마이리틀포레스트,Gamepub,시뮬레이션
1251,123,1251,12,(-1),리니지2M,NCSOFT Corporation,롤플레잉
1252,123,1252,13,(-1),미르4,"Wemade Co., Ltd",롤플레잉
1253,123,1253,14,(-1),그랑사가,NPIXEL,롤플레잉
1254,123,1254,15,(+1),피파 모바일,NEXON Company,스포츠
1255,123,1255,16,(-2),전략적 팀 전투,"Riot Games, Inc",전략
1256,123,1256,17,(-2),삼국지 전략판,Qookka Games,전략
1257,123,1257,18,(-),슈퍼스트링 with NAVER WEBTOON,FACTORIAL GAMES,롤플레잉
1258,123,1258,19,(-2),V4,NEXON Company,롤플레잉
1259,123,1259,20,(NEW),백야극광,PROXIMA BETA,롤플레잉
1260,122,1260,1,(-),제2의 나라,Netmarble,롤플레잉
1261,122,1261,2,(-),ROBLOX,Roblox Corporation,어드벤처
1262,122,1262,3,(+3),리니지M,NCSOFT Corporation,롤플레잉
1263,122,1263,4,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1264,122,1264,5,(-),바람의나라 연,NEXON Company,롤플레잉
1265,122,1265,6,(+1),세븐나이츠2,Netmarble,롤플레잉
1266,122,1266,7,(-4),트릭스터M,NCSOFT,롤플레잉
1267,122,1267,8,(-),원신,miHoYo Limited,어드벤처
1268,122,1268,9,(+2),마이리틀포레스트,Gamepub,시뮬레이션
1269,122,1269,10,(-),브롤스타즈,Supercell,액션
1270,122,1270,11,(+1),리니지2M,NCSOFT Corporation,롤플레잉
1271,122,1271,12,(-3),파이널기어,BILIBILI,액션
1272,122,1272,13,(+7),백야극광,PROXIMA BETA,롤플레잉
1273,122,1273,14,(-1),미르4,"Wemade Co., Ltd",롤플레잉
1274,122,1274,15,(+1),전략적 팀 전투,"Riot Games, Inc",전략
1275,122,1275,16,(-2),그랑사가,NPIXEL,롤플레잉
1276,122,1276,17,(-2),피파 모바일,NEXON Company,스포츠
1277,122,1277,18,(-1),삼국지 전략판,Qookka Games,전략
1278,122,1278,19,(+4),검은사막 모바일,PEARL ABYSS,롤플레잉
1279,122,1279,20,(-1),V4,NEXON Company,롤플레잉
1280,121,1280,1,(NEW),오딘: 발할라 라이징,KAKAO GAMES CORP.,롤플레잉
1281,121,1281,2,(-1),제2의 나라,Netmarble,롤플레잉
1282,121,1282,3,(-),리니지M,NCSOFT Corporation,롤플레잉
1283,121,1283,4,(-2),ROBLOX,Roblox Corporation,어드벤처
1284,121,1284,5,(-1),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
1285,121,1285,6,(-1),바람의나라 연,NEXON Company,롤플레잉
1286,121,1286,7,(+2),마이리틀포레스트,Gamepub,시뮬레이션
1287,121,1287,8,(-),원신,miHoYo Limited,어드벤처
1288,121,1288,9,(-3),세븐나이츠2,Netmarble,롤플레잉
1289,121,1289,10,(-),브롤스타즈,Supercell,액션
