,index_num,num_week,Unnamed: 0,rank,name,genre,genre_share,pc_room_num,total_time_hour,mean_time_min,total_use_num,distributor,week_num
1671,1671,0,42,22,테일즈런너,스포츠,3.02,"3,908","52,326",44.0,"72,658",스마일게이트,230
1672,1672,0,44,23,검은사막,RPG,1.04,"2,153","51,114",117.0,"26,177",(주)펄어비스,230
1673,1673,0,46,24,스페셜포스,FPS,0.69,"2,195","50,018",100.0,"30,002",네오위즈,230
1674,1674,0,48,25,파이널판타지14,RPG,0.99,"1,671","48,427",141.0,"20,654",액토즈소프트,230
1675,1675,0,50,26,Monster Hunter : World,액션,7.71,"1,997","47,480",103.0,"27,573",스팀,230
1676,1676,0,52,27,리니지2,RPG,0.9,"1,678","44,187",145.0,"18,378",엔씨소프트,230
1677,1677,0,54,28,DOTA 2,RTS,0.47,856,"41,842",119.0,"20,965",스팀,230
1678,1678,0,56,29,콜 오브 듀티: 블랙 옵스 4,FPS,0.54,"3,331","39,041",46.0,"51,169",블리자드,230
1679,1679,0,58,30,거상,RPG,0.79,"1,778","38,445",87.0,"26,540",(주)에이케이인터렉티브,230
1680,1680,0,0,1,리그 오브 레전드,RTS,89.22,"9,390","1,791,995",99.0,"1,096,064",라이엇게임즈,229
1681,1681,0,2,2,배틀그라운드,FPS,58.28,"9,300","987,601",82.0,"722,759",카카오/스팀,229
1682,1682,0,4,3,로스트아크,RPG,68.84,"9,255","713,497",133.0,"322,368",스마일게이트,229
1683,1683,0,6,4,FIFA 온라인 4,스포츠,94.39,"9,311","521,835",44.0,"722,281",넥슨,229
1684,1684,0,8,5,오버워치,FPS,25.51,"9,257","432,214",69.0,"378,001",블리자드,229
1685,1685,0,10,6,서든어택,FPS,11.23,"9,153","190,301",68.0,"169,537",넥슨,229
1686,1686,0,12,7,스타크래프트 리마스터,RTS,7.07,"9,057","141,907",72.0,"119,856",블리자드,229
1687,1687,0,14,8,던전앤파이터,액션,59.67,"8,215","100,530",106.0,"56,996",넥슨,229
1688,1688,0,16,9,카트라이더,레이싱,96.42,"8,983","86,956",38.0,"138,940",넥슨,229
1689,1689,0,18,10,메이플스토리,RPG,6.37,"7,967","65,973",81.0,"49,137",넥슨,229
1690,1690,0,20,11,리니지,RPG,4.36,"5,377","45,157",104.0,"26,186",엔씨소프트,229
1691,1691,0,22,12,월드 오브 워크래프트,RPG,4.27,"5,394","44,209",132.0,"20,143",블리자드,229
1692,1692,0,24,13,Destiny: Guardians,FPS,2.29,"5,631","38,649",120.0,"19,470",스팀,229
1693,1693,0,26,14,히어로즈 오브 더 스톰,RTS,1.67,"5,671","33,506",91.0,"22,337",블리자드,229
1694,1694,0,28,15,사이퍼즈,액션,19.42,"5,155","32,715",113.0,"17,421",넥슨,229
1695,1695,0,30,16,블레이드 & 소울,RPG,2.1,"4,284","21,728",91.0,"14,332",엔씨소프트,229
1696,1696,0,32,17,아이온,RPG,1.85,"3,059","19,104",114.0,"10,122",엔씨소프트,229
1697,1697,0,34,18,디아블로3,RPG,1.84,"4,596","19,054",98.0,"11,748",블리자드,229
1698,1698,0,36,19,스타크래프트2,RTS,0.8,"3,937","15,914",72.0,"13,287",블리자드,229
1699,1699,0,38,20,워크래프트3 리포지드,RTS,0.79,"3,496","15,721",66.0,"14,492",블리자드,229
1700,1700,0,40,21,Monster Hunter : World,액션,8.67,"2,716","14,601",113.0,"7,784",스팀,229
1701,1701,0,42,22,테일즈런너,스포츠,2.03,"4,599","11,209",42.0,"16,321",스마일게이트,229
1702,1702,0,44,23,검은사막,RPG,1.04,"2,574","10,693",108.0,"5,946",(주)펄어비스,229
1703,1703,0,46,24,크레이지아케이드,아케이드,61.21,"4,991","10,454",30.0,"21,429",넥슨,229
1704,1704,0,48,25,파이널판타지14,RPG,0.97,"1,934","9,975",142.0,"4,223",액토즈소프트,229
1705,1705,0,50,26,스페셜포스,FPS,0.59,"2,541","9,886",96.0,"6,235",네오위즈,229
1706,1706,0,52,27,한게임 로우바둑이,보드,13.6,"3,140","9,549",26.0,"22,517",한게임,229
1707,1707,0,54,28,포트나이트,FPS,0.57,"4,145","9,530",46.0,"12,640",네오위즈,229
1708,1708,0,56,29,DOTA 2,RTS,0.47,"1,026","9,293",122.0,"4,574",스팀,229
1709,1709,0,58,30,콜 오브 듀티: 블랙 옵스 4,FPS,0.55,"4,402","9,239",42.0,"13,372",블리자드,229
1710,1710,0,0,1,리그 오브 레전드,RTS,89.39,"9,380","9,796,969",94.0,"6,297,658",라이엇게임즈,228
1711,1711,0,2,2,배틀그라운드,FPS,60.35,"9,274","5,456,407",85.0,"3,877,536",카카오/스팀,228
1712,1712,0,4,3,로스트아크,RPG,66.5,"9,206","3,712,395",135.0,"1,652,551",스마일게이트,228
1713,1713,0,6,4,FIFA 온라인 4,스포츠,93.84,"9,291","2,690,521",44.0,"3,695,497",넥슨,228
1714,1714,0,8,5,오버워치,FPS,22.68,"9,194","2,050,610",70.0,"1,767,507",블리자드,228
1715,1715,0,10,6,서든어택,FPS,12.2,"9,025","1,103,111",68.0,"976,229",넥슨,228
1716,1716,0,12,7,스타크래프트 리마스터,RTS,7.14,"8,920","781,551",69.0,"693,742",블리자드,228
1717,1717,0,14,8,카트라이더,레이싱,96.93,"8,748","528,688",40.0,"808,237",넥슨,228
1718,1718,0,16,9,던전앤파이터,액션,56.36,"7,622","431,401",92.0,"277,496",넥슨,228
1719,1719,0,18,10,메이플스토리,RPG,6.19,"7,424","345,264",80.0,"261,719",넥슨,228
1720,1720,0,20,11,리니지,RPG,5.01,"4,986","279,276",109.0,"154,374",엔씨소프트,228
1721,1721,0,22,12,월드 오브 워크래프트,RPG,4.58,"4,922","255,208",134.0,"114,913",블리자드,228
1722,1722,0,24,13,Destiny: Guardians,FPS,2.21,"4,730","199,315",125.0,"95,702",스팀,228
1723,1723,0,26,14,사이퍼즈,액션,21.93,"4,504","167,841",113.0,"88,993",넥슨,228
1724,1724,0,28,15,히어로즈 오브 더 스톰,RTS,1.45,"4,767","158,723",90.0,"106,215",블리자드,228
1725,1725,0,30,16,블레이드 & 소울,RPG,2.34,"3,817","130,415",96.0,"80,951",엔씨소프트,228
1726,1726,0,32,17,아이온,RPG,2.0,"2,749","111,440",113.0,"59,568",엔씨소프트,228
1727,1727,0,34,18,디아블로3,RPG,1.8,"3,771","100,216",103.0,"58,499",블리자드,228
1728,1728,0,36,19,워크래프트3 리포지드,RTS,0.78,"2,996","85,061",66.0,"77,975",블리자드,228
1729,1729,0,38,20,스타크래프트2,RTS,0.74,"3,464","80,526",73.0,"66,515",블리자드,228
1730,1730,0,40,21,테일즈런너,스포츠,2.38,"4,052","68,183",44.0,"93,330",스마일게이트,228
1731,1731,0,42,22,크레이지아케이드,아케이드,62.24,"4,402","63,536",32.0,"123,290",넥슨,228
1732,1732,0,44,23,스페셜포스,FPS,0.7,"2,254","62,689",101.0,"37,573",네오위즈,228
1733,1733,0,46,24,검은사막,RPG,1.12,"2,341","62,207",109.0,"34,233",(주)펄어비스,228
1734,1734,0,48,25,Monster Hunter : World,액션,7.87,"2,048","60,222",104.0,"34,354",스팀,228
1735,1735,0,50,26,한게임 로우바둑이,보드,11.91,"2,844","54,501",26.0,"128,693",한게임,228
1736,1736,0,52,27,파이널판타지14,RPG,0.98,"1,624","54,261",143.0,"22,846",액토즈소프트,228
1737,1737,0,54,28,DOTA 2,RTS,0.49,870,"53,582",130.0,"24,924",스팀,228
1738,1738,0,56,29,리니지2,RPG,0.95,"1,680","52,828",150.0,"21,127",엔씨소프트,228
1739,1739,0,58,30,엘소드,RPG,0.89,"2,325","49,480",73.0,"38,790",넥슨,228
1740,1740,0,0,1,리그 오브 레전드,RTS,89.72,"9,395","10,055,989",95.0,"6,343,535",라이엇게임즈,227
1741,1741,0,2,2,배틀그라운드,FPS,61.05,"9,283","5,851,240",82.0,"4,309,787",카카오/스팀,227
1742,1742,0,4,3,로스트아크,RPG,62.61,"9,170","3,286,385",134.0,"1,475,715",스마일게이트,227
1743,1743,0,6,4,FIFA 온라인 4,스포츠,93.96,"9,293","2,730,306",46.0,"3,602,124",넥슨,227
1744,1744,0,8,5,오버워치,FPS,22.9,"9,201","2,194,390",70.0,"1,902,130",블리자드,227
1745,1745,0,10,6,서든어택,FPS,11.55,"9,048","1,106,719",64.0,"1,053,226",넥슨,227
1746,1746,0,12,7,스타크래프트 리마스터,RTS,6.96,"8,861","779,429",74.0,"641,450",블리자드,227
1747,1747,0,14,8,카트라이더,레이싱,96.97,"8,887","662,730",39.0,"1,027,882",넥슨,227
1748,1748,0,16,9,던전앤파이터,액션,53.63,"7,551","423,967",92.0,"270,566",넥슨,227
1749,1749,0,18,10,메이플스토리,RPG,7.47,"7,551","391,635",81.0,"285,883",넥슨,227
1750,1750,0,20,11,리니지,RPG,4.93,"4,809","258,375",110.0,"141,658",엔씨소프트,227
1751,1751,0,22,12,월드 오브 워크래프트,RPG,4.76,"4,929","249,862",126.0,"120,705",블리자드,227
1752,1752,0,24,13,Destiny: Guardians,FPS,2.11,"4,731","202,161",124.0,"98,150",스팀,227
1753,1753,0,26,14,사이퍼즈,액션,21.41,"4,488","169,262",116.0,"87,887",넥슨,227
1754,1754,0,28,15,히어로즈 오브 더 스톰,RTS,1.38,"4,611","154,241",89.0,"105,309",블리자드,227
1755,1755,0,30,16,블레이드 & 소울,RPG,2.66,"3,932","139,557",100.0,"82,823",엔씨소프트,227
1756,1756,0,32,17,아이온,RPG,2.11,"2,647","110,489",114.0,"58,349",엔씨소프트,227
1757,1757,0,34,18,디아블로3,RPG,1.69,"3,552","88,539",100.0,"53,443",블리자드,227
1758,1758,0,36,19,워크래프트3 리포지드,RTS,0.76,"2,951","85,069",69.0,"75,392",블리자드,227
1759,1759,0,38,20,스타크래프트2,RTS,0.72,"3,430","79,696",73.0,"65,939",블리자드,227
1760,1760,0,40,21,테일즈런너,스포츠,2.59,"4,336","75,064",43.0,"105,673",스마일게이트,227
1761,1761,0,42,22,크레이지아케이드,아케이드,64.5,"4,614","68,550",31.0,"135,020",넥슨,227
1762,1762,0,44,23,검은사막,RPG,1.29,"2,557","67,368",102.0,"40,216",(주)펄어비스,227
1763,1763,0,46,24,스페셜포스,FPS,0.65,"2,225","61,580",98.0,"37,821",네오위즈,227
1764,1764,0,48,25,리니지2,RPG,1.11,"1,771","57,853",147.0,"23,727",엔씨소프트,227
1765,1765,0,50,26,Monster Hunter : World,액션,6.85,"1,959","54,084",101.0,"32,026",스팀,227
1766,1766,0,52,27,하스스톤,보드,11.89,"3,872","52,701",46.0,"69,193",블리자드,227
1767,1767,0,54,28,엘소드,RPG,1.0,"2,749","52,119",72.0,"43,430",넥슨,227
1768,1768,0,56,29,파이널판타지14,RPG,0.95,"1,521","49,413",141.0,"21,118",액토즈소프트,227
1769,1769,0,58,30,DOTA 2,RTS,0.44,827,"49,276",126.0,"23,475",스팀,227
1770,1770,0,0,1,리그 오브 레전드,RTS,89.88,"9,385","10,166,442",96.0,"6,381,968",라이엇게임즈,226
1771,1771,0,2,2,배틀그라운드,FPS,63.21,"9,286","6,407,954",82.0,"4,701,300",카카오/스팀,226
1772,1772,0,4,3,로스트아크,RPG,58.02,"9,114","3,064,321",136.0,"1,352,967",스마일게이트,226
1773,1773,0,6,4,FIFA 온라인 4,스포츠,93.66,"9,280","2,653,925",49.0,"3,288,677",넥슨,226
1774,1774,0,8,5,오버워치,FPS,21.8,"9,196","2,209,837",70.0,"1,918,868",블리자드,226
1775,1775,0,10,6,서든어택,FPS,10.84,"9,028","1,098,347",63.0,"1,053,158",넥슨,226
1776,1776,0,12,7,스타크래프트 리마스터,RTS,7.14,"8,911","807,499",74.0,"661,721",블리자드,226
1777,1777,0,14,8,카트라이더,레이싱,96.88,"8,954","717,292",39.0,"1,119,344",넥슨,226
1778,1778,0,16,9,메이플스토리,RPG,10.73,"7,864","566,246",102.0,"334,874",넥슨,226
1779,1779,0,18,10,던전앤파이터,액션,50.26,"7,544","442,837",97.0,"270,329",넥슨,226
1780,1780,0,20,11,리니지,RPG,4.91,"4,838","259,083",110.0,"141,897",엔씨소프트,226
1781,1781,0,22,12,월드 오브 워크래프트,RPG,4.8,"4,914","253,369",128.0,"118,937",블리자드,226
1782,1782,0,24,13,Destiny: Guardians,FPS,1.88,"4,644","190,011",125.0,"91,323",스팀,226
1783,1783,0,26,14,사이퍼즈,액션,20.89,"4,600","184,051",116.0,"95,238",넥슨,226
1784,1784,0,28,15,블레이드 & 소울,RPG,2.43,"3,709","128,099",101.0,"75,446",엔씨소프트,226
1785,1785,0,30,16,히어로즈 오브 더 스톰,RTS,1.06,"4,043","119,825",86.0,"83,708",블리자드,226
1786,1786,0,32,17,아이온,RPG,2.17,"2,638","114,277",115.0,"59,938",엔씨소프트,226
1787,1787,0,34,18,워크래프트3 리포지드,RTS,0.77,"2,969","86,444",68.0,"76,960",블리자드,226
1788,1788,0,36,19,디아블로3,RPG,1.6,"3,454","83,994",100.0,"50,902",블리자드,226
1789,1789,0,38,20,스타크래프트2,RTS,0.73,"3,465","82,226",73.0,"68,208",블리자드,226
1790,1790,0,40,21,테일즈런너,스포츠,2.83,"4,404","79,958",45.0,"108,832",스마일게이트,226
1791,1791,0,42,22,Astellia,RPG,1.49,"2,472","78,506",121.0,"39,312",스팀,226
1792,1792,0,44,23,검은사막,RPG,1.39,"2,627","73,407",109.0,"40,640",(주)펄어비스,226
1793,1793,0,46,24,크레이지아케이드,아케이드,66.05,"4,747","71,365",31.0,"142,160",넥슨,226
1794,1794,0,48,25,리니지2,RPG,1.34,"1,950","70,767",160.0,"27,083",엔씨소프트,226
1795,1795,0,50,26,Battlerite,액션,7.68,"3,234","67,612",49.0,"85,220",스팀,226
1796,1796,0,52,27,Monster Hunter : World,액션,6.97,"2,018","61,339",102.0,"35,441",스팀,226
1797,1797,0,54,28,마비노기 영웅전,RPG,1.15,"2,511","60,330",95.0,"38,292",넥슨,226
1798,1798,0,56,29,스페셜포스,FPS,0.59,"2,238","59,645",97.0,"37,114",네오위즈,226
1799,1799,0,58,30,GTA 5,액션,6.32,"2,031","55,681",69.0,"48,817",스팀,226
1800,1800,0,0,1,리그 오브 레전드,RTS,89.81,"9,393","11,259,597",97.0,"7,019,711",라이엇게임즈,225
1801,1801,0,2,2,배틀그라운드,FPS,62.67,"9,298","7,194,743",83.0,"5,213,502",카카오/스팀,225
1802,1802,0,4,3,FIFA 온라인 4,스포츠,94.74,"9,297","3,645,151",52.0,"4,110,124",넥슨,225
1803,1803,0,6,4,로스트아크,RPG,51.73,"9,084","2,880,972",137.0,"1,263,747",스마일게이트,225
1804,1804,0,8,5,오버워치,FPS,22.17,"9,215","2,544,363",69.0,"2,227,516",블리자드,225
1805,1805,0,10,6,서든어택,FPS,11.37,"9,108","1,304,418",62.0,"1,296,958",넥슨,225
1806,1806,0,12,7,카트라이더,레이싱,97.45,"9,054","923,943",41.0,"1,380,581",넥슨,225
1807,1807,0,14,8,메이플스토리,RPG,16.22,"8,472","903,074",98.0,"556,022",넥슨,225
1808,1808,0,16,9,스타크래프트 리마스터,RTS,7.13,"8,957","893,164",74.0,"727,328",블리자드,225
1809,1809,0,18,10,던전앤파이터,액션,49.78,"7,762","508,392",97.0,"309,368",넥슨,225
1810,1810,0,20,11,리니지,RPG,4.84,"4,883","269,097",110.0,"147,086",엔씨소프트,225
1811,1811,0,22,12,월드 오브 워크래프트,RPG,4.7,"4,992","261,750",132.0,"118,946",블리자드,225
1812,1812,0,24,13,사이퍼즈,액션,21.29,"4,923","217,404",114.0,"113,450",넥슨,225
1813,1813,0,26,14,Destiny: Guardians,FPS,1.65,"4,700","189,084",124.0,"92,416",스팀,225
1814,1814,0,28,15,히어로즈 오브 더 스톰,RTS,1.03,"4,079","129,119",90.0,"86,523",블리자드,225
1815,1815,0,30,16,블레이드 & 소울,RPG,2.32,"3,710","128,898",101.0,"75,840",엔씨소프트,225
1816,1816,0,32,17,아이온,RPG,2.18,"2,689","121,145",120.0,"60,595",엔씨소프트,225
1817,1817,0,34,18,워크래프트3 리포지드,RTS,0.87,"3,348","107,859",68.0,"96,838",블리자드,225
1818,1818,0,36,19,스타크래프트2,RTS,0.75,"3,674","93,665",73.0,"77,239",블리자드,225
1819,1819,0,38,20,디아블로3,RPG,1.66,"3,609","92,297",102.0,"54,467",블리자드,225
1820,1820,0,40,21,테일즈런너,스포츠,2.4,"4,784","92,158",44.0,"127,324",스마일게이트,225
1821,1821,0,42,22,크레이지아케이드,아케이드,68.83,"5,229","85,366",30.0,"173,079",넥슨,225
1822,1822,0,44,23,검은사막,RPG,1.53,"2,795","84,701",115.0,"44,444",(주)펄어비스,225
1823,1823,0,46,24,Astellia,RPG,1.47,"2,293","81,796",132.0,"37,683",스팀,225
1824,1824,0,48,25,Monster Hunter : World,액션,7.34,"2,389","74,879",103.0,"43,712",스팀,225
1825,1825,0,50,26,리니지2,RPG,1.34,"1,999","74,160",168.0,"26,573",엔씨소프트,225
1826,1826,0,52,27,GTA 5,액션,7.11,"2,404","72,598",70.0,"63,039",스팀,225
1827,1827,0,54,28,거상,RPG,1.24,"2,288","68,989",91.0,"45,133",(주)에이케이인터렉티브,225
1828,1828,0,56,29,Battlerite,액션,6.7,"3,208","68,397",50.0,"83,741",스팀,225
1829,1829,0,58,30,스페셜포스,FPS,0.57,"2,307","64,916",94.0,"41,580",네오위즈,225
1830,1830,0,0,1,리그 오브 레전드,RTS,89.33,"9,391","3,519,814",99.0,"2,147,412",라이엇게임즈,224
1831,1831,0,2,2,배틀그라운드,FPS,62.8,"9,319","2,191,953",84.0,"1,579,463",카카오/스팀,224
1832,1832,0,4,3,FIFA 온라인 4,스포츠,93.39,"9,324","891,445",50.0,"1,074,623",넥슨,224
1833,1833,0,6,4,로스트아크,RPG,47.79,"9,089","845,543",135.0,"377,042",스마일게이트,224
1834,1834,0,8,5,오버워치,FPS,21.55,"9,230","752,119",70.0,"647,178",블리자드,224
1835,1835,0,10,6,서든어택,FPS,11.9,"9,171","415,369",66.0,"378,862",넥슨,224
1836,1836,0,12,7,메이플스토리,RPG,20.26,"8,954","358,373",88.0,"244,695",넥슨,224
1837,1837,0,14,8,카트라이더,레이싱,97.5,"9,114","309,282",38.0,"489,512",넥슨,224
1838,1838,0,16,9,스타크래프트 리마스터,RTS,7.44,"9,020","292,906",74.0,"239,576",블리자드,224
1839,1839,0,18,10,던전앤파이터,액션,53.33,"8,035","175,510",102.0,"102,660",넥슨,224
1840,1840,0,20,11,리니지,RPG,4.73,"4,985","83,652",112.0,"44,872",엔씨소프트,224
1841,1841,0,22,12,월드 오브 워크래프트,RPG,4.53,"5,200","80,117",133.0,"36,358",블리자드,224
1842,1842,0,24,13,사이퍼즈,액션,20.66,"5,102","67,991",117.0,"34,944",넥슨,224
1843,1843,0,26,14,Destiny: Guardians,FPS,1.54,"4,748","53,713",122.0,"26,508",스팀,224
1844,1844,0,28,15,히어로즈 오브 더 스톰,RTS,1.03,"4,296","40,284",90.0,"26,859",블리자드,224
1845,1845,0,30,16,블레이드 & 소울,RPG,2.26,"3,795","39,833",105.0,"22,777",엔씨소프트,224
1846,1846,0,32,17,워크래프트3 리포지드,RTS,1.0,"3,729","39,135",68.0,"34,692",블리자드,224
1847,1847,0,34,18,아이온,RPG,2.18,"2,900","38,455",121.0,"19,086",엔씨소프트,224
1848,1848,0,36,19,스타크래프트2,RTS,0.79,"3,846","30,908",77.0,"24,308",블리자드,224
1849,1849,0,38,20,디아블로3,RPG,1.75,"4,029","30,853",102.0,"18,297",블리자드,224
1850,1850,0,40,21,검은사막,RPG,1.63,"3,158","28,750",117.0,"14,819",(주)펄어비스,224
1851,1851,0,42,22,테일즈런너,스포츠,2.92,"4,930","27,867",44.0,"38,100",스마일게이트,224
1852,1852,0,44,23,크레이지아케이드,아케이드,69.21,"5,470","27,477",31.0,"54,588",넥슨,224
1853,1853,0,46,24,마비노기 영웅전,RPG,1.48,"2,758","26,116",114.0,"13,905",넥슨,224
1854,1854,0,48,25,Astellia,RPG,1.44,"2,263","25,393",129.0,"11,862",스팀,224
1855,1855,0,50,26,리니지2,RPG,1.33,"2,151","23,366",169.0,"8,330",엔씨소프트,224
1856,1856,0,52,27,GTA 5,액션,6.96,"2,545","22,885",71.0,"19,424",스팀,224
1857,1857,0,54,28,스페셜포스,FPS,0.66,"2,596","22,791",96.0,"14,275",네오위즈,224
1858,1858,0,56,29,거상,RPG,1.29,"2,526","22,652",94.0,"14,465",(주)에이케이인터렉티브,224
1859,1859,0,58,30,Monster Hunter : World,액션,6.43,"2,393","21,151",104.0,"12,222",스팀,224
1860,1860,0,0,1,리그 오브 레전드,RTS,89.6,"9,398","7,743,357",98.0,"4,771,374",라이엇게임즈,223
1861,1861,0,2,2,배틀그라운드,FPS,60.04,"9,296","4,775,349",82.0,"3,521,445",카카오/스팀,223
1862,1862,0,4,3,FIFA 온라인 4,스포츠,94.88,"9,324","2,627,043",56.0,"2,689,911",넥슨,223
1863,1863,0,6,4,오버워치,FPS,23.22,"9,224","1,846,749",73.0,"1,526,348",블리자드,223
1864,1864,0,8,5,로스트아크,RPG,46.29,"9,013","1,756,794",142.0,"743,202",스마일게이트,223
1865,1865,0,10,6,서든어택,FPS,11.48,"9,093","913,073",66.0,"831,602",넥슨,223
1866,1866,0,12,7,메이플스토리,RPG,20.75,"8,906","787,175",89.0,"530,632",넥슨,223
1867,1867,0,14,8,카트라이더,레이싱,97.81,"9,093","719,134",41.0,"1,073,948",넥슨,223
1868,1868,0,16,9,스타크래프트 리마스터,RTS,7.23,"8,923","624,341",75.0,"501,562",블리자드,223
1869,1869,0,18,10,던전앤파이터,액션,52.64,"7,951","399,892",100.0,"239,169",넥슨,223
1870,1870,0,20,11,리니지,RPG,5.0,"4,714","189,689",115.0,"99,527",엔씨소프트,223
1871,1871,0,22,12,월드 오브 워크래프트,RPG,4.83,"4,932","183,017",133.0,"82,712",블리자드,223
1872,1872,0,24,13,사이퍼즈,액션,18.98,"4,810","144,156",116.0,"74,570",넥슨,223
1873,1873,0,26,14,Destiny: Guardians,FPS,1.46,"4,368","115,370",124.0,"56,202",스팀,223
1874,1874,0,28,15,레인보우식스 시즈,FPS,1.2,"3,474","94,677",78.0,"72,904",네오위즈/스팀,223
1875,1875,0,30,16,아이온,RPG,2.29,"2,736","86,615",120.0,"43,496",엔씨소프트,223
1876,1876,0,32,17,히어로즈 오브 더 스톰,RTS,1.0,"3,988","86,059",91.0,"57,074",블리자드,223
1877,1877,0,34,18,워크래프트3 리포지드,RTS,0.94,"3,389","80,473",70.0,"69,594",블리자드,223
1878,1878,0,36,19,블레이드 & 소울,RPG,2.12,"3,466","80,354",102.0,"47,377",엔씨소프트,223
1879,1879,0,38,20,디아블로3,RPG,1.71,"3,576","64,770",101.0,"38,614",블리자드,223
1880,1880,0,40,21,검은사막,RPG,1.65,"2,851","62,268",117.0,"32,212",(주)펄어비스,223
1881,1881,0,42,22,스타크래프트2,RTS,0.72,"3,468","62,209",75.0,"49,880",블리자드,223
1882,1882,0,44,23,테일즈런너,스포츠,2.17,"4,585","60,063",45.0,"81,780",스마일게이트,223
1883,1883,0,46,24,크레이지아케이드,아케이드,68.21,"5,117","59,195",30.0,"119,511",넥슨,223
1884,1884,0,48,25,마비노기 영웅전,RPG,1.52,"2,365","57,311",123.0,"28,258",넥슨,223
1885,1885,0,50,26,리니지2,RPG,1.49,"2,087","56,399",163.0,"20,920",엔씨소프트,223
1886,1886,0,52,27,Astellia,RPG,1.48,"1,933","56,140",142.0,"23,709",스팀,223
1887,1887,0,54,28,GTA 5,액션,7.03,"2,436","53,400",73.0,"44,331",스팀,223
1888,1888,0,56,29,Monster Hunter : World,액션,6.84,"2,264","51,890",105.0,"29,412",스팀,223
1889,1889,0,58,30,스페셜포스,FPS,0.62,"2,383","48,895",97.0,"30,609",네오위즈,223
1890,1890,0,0,1,리그 오브 레전드,RTS,89.56,"9,409","10,420,581",98.0,"6,420,992",라이엇게임즈,222
1891,1891,0,2,2,배틀그라운드,FPS,60.21,"9,302","6,455,041",86.0,"4,541,703",카카오/스팀,222
1892,1892,0,4,3,FIFA 온라인 4,스포츠,93.01,"9,314","2,480,123",48.0,"3,177,836",넥슨,222
1893,1893,0,6,4,오버워치,FPS,23.06,"9,213","2,471,527",74.0,"2,023,196",블리자드,222
1894,1894,0,8,5,로스트아크,RPG,43.69,"8,945","2,195,259",144.0,"916,962",스마일게이트,222
1895,1895,0,10,6,서든어택,FPS,11.73,"9,106","1,257,478",67.0,"1,129,980",넥슨,222
1896,1896,0,12,7,메이플스토리,RPG,23.79,"8,924","1,195,316",92.0,"779,334",넥슨,222
1897,1897,0,14,8,카트라이더,레이싱,97.45,"9,108","891,643",38.0,"1,442,012",넥슨,222
1898,1898,0,16,9,스타크래프트 리마스터,RTS,7.23,"8,928","840,634",77.0,"662,944",블리자드,222
1899,1899,0,18,10,던전앤파이터,액션,53.76,"7,844","525,317",99.0,"314,051",넥슨,222
1900,1900,0,20,11,리니지,RPG,5.08,"4,646","255,239",115.0,"133,326",엔씨소프트,222
1901,1901,0,22,12,월드 오브 워크래프트,RPG,4.77,"4,859","239,358",125.0,"116,560",블리자드,222
1902,1902,0,24,13,사이퍼즈,액션,18.78,"4,628","183,451",113.0,"97,803",넥슨,222
1903,1903,0,26,14,Destiny: Guardians,FPS,1.44,"4,193","153,580",125.0,"73,973",스팀,222
1904,1904,0,28,15,레인보우식스 시즈,FPS,1.13,"3,329","120,135",80.0,"90,402",네오위즈/스팀,222
1905,1905,0,30,16,워크래프트3 리포지드,RTS,1.01,"3,426","116,586",74.0,"95,432",블리자드,222
1906,1906,0,32,17,히어로즈 오브 더 스톰,RTS,1.0,"3,916","115,993",88.0,"79,014",블리자드,222
1907,1907,0,34,18,아이온,RPG,2.29,"2,679","114,590",117.0,"59,081",엔씨소프트,222
1908,1908,0,36,19,블레이드 & 소울,RPG,2.11,"3,344","105,836",100.0,"63,526",엔씨소프트,222
1909,1909,0,38,20,디아블로3,RPG,1.7,"3,494","84,999",98.0,"52,262",블리자드,222
1910,1910,0,40,21,스타크래프트2,RTS,0.72,"3,389","83,401",76.0,"66,092",블리자드,222
1911,1911,0,42,22,테일즈런너,스포츠,3.05,"4,576","81,148",45.0,"109,652",스마일게이트,222
1912,1912,0,44,23,크레이지아케이드,아케이드,66.91,"5,036","78,251",31.0,"153,031",넥슨,222
1913,1913,0,46,24,검은사막,RPG,1.49,"2,524","74,768",116.0,"38,711",(주)펄어비스,222
1914,1914,0,48,25,Astellia,RPG,1.49,"2,001","74,638",123.0,"37,183",스팀,222
1915,1915,0,50,26,리니지2,RPG,1.47,"1,984","73,666",168.0,"26,447",엔씨소프트,222
1916,1916,0,52,27,Monster Hunter : World,액션,6.84,"2,132","66,838",108.0,"37,022",스팀,222
1917,1917,0,54,28,GTA 5,액션,6.84,"2,288","66,805",73.0,"55,500",스팀,222
1918,1918,0,56,29,마비노기 영웅전,RPG,1.32,"2,201","66,227",112.0,"35,482",넥슨,222
1919,1919,0,58,30,스페셜포스,FPS,0.6,"2,307","64,124",100.0,"38,730",네오위즈,222
1920,1920,0,0,1,리그 오브 레전드,RTS,89.56,"9,393","10,489,511",99.0,"6,360,423",라이엇게임즈,221
1921,1921,0,2,2,배틀그라운드,FPS,60.98,"9,292","6,414,709",85.0,"4,542,450",카카오/스팀,221
1922,1922,0,4,3,FIFA 온라인 4,스포츠,92.84,"9,297","2,407,489",50.0,"2,935,782",넥슨,221
1923,1923,0,6,4,오버워치,FPS,22.08,"9,201","2,322,582",72.0,"1,933,341",블리자드,221
1924,1924,0,8,5,로스트아크,RPG,42.08,"8,897","2,090,313",149.0,"843,976",스마일게이트,221
